"goodsId","singleProductId","sku","barcode","platformGoodsId"
"108048","144792","92735506-25.5CN","6911713077033","551629785828"
"108050","145151","92735506-37.5CN","6911713077156","551629785828"
"108053","144581","92718901-76.5CN","6911713087926","543574457393"
"108057","147505","91811106-37CN","6901849698363","563705716847"
"108060","146313","91731116-48.5CN","6911713070515","10580813113"
"108066","153493","92818970-55.5CN","6913794708042","11485628717"
"108072","150755","92818970-16CN","6913794707816","11485628717"
"108078","150938","92735506-15.5CN","6911713076951","551629785828"
"108088","150219","91748060-37CN","6901849675111","577420565148"
"108094","145915","91748060-58CN","6901849675296","12055491910"
"108112","148811","92745522-16CN","6901849666720","560311076697"
"108118","151956","12745586-87CN","6901849130917","557706848917"
"108121","152346","12745586-66CN","6901849130733","558962100488"
"108122","146572","12745586-35.5CN","6901849130566","10792218770"
"108170","154413","91748810-47.5CN","6901849664092","558502936429"
"108171","148487","91748810-37.5CN","6901849664016","586991028810"
"108174","146800","11741381-39.5CN","6901849124077","558911483925"
"108176","144719","11731392-110.5CN","6901849094349","551948110841"
"108201","146226","92625512-76CN","6911713099950","10374414548"
"108204","145873","92625512-96.5CN","6901849651887","10186212382"
"108264","151252","92815558-36.5CN","6901849683383","564809936320"
"108351","146197","11735565-58.5CN","6901849098217","10392424988"
"108353","146058","11735565-49.5CN","6901849098156","552691982019"
"108356","145430","11735565-26.5CN","6901849097937","10392424988"
"108368","148024","31734910-428CN","6903711241462","560736661629"
"108371","145066","31734910-229CN","6903711241370","560736661629"
"108380","144859","11731194-18.5CN","6901849092871","556820067229"
"108381","145213","11731194-39.5CN","6901849092970","556820067229"
"108388","147912","92735521-57.5CN","6911713077712","584257808136"
"108416","145651","11731399-86.5CN","6901849095070","553338761554"
"108418","145337","11731399-77.5CN","6901849095018","553338761554"
"108421","146251","11731399-47CN","6901849094844","553204440700"
"108422","144978","11731399-38.5CN","6901849094790","553338761554"
"108424","144964","11731399-58CN","6901849094943","584522631391"
"108439","146868","11735521-67CN","6901849096121","10452633427"
"108464","149012","91731113-19CN","6911713069724","551623975430"
"108466","145522","91731113-28.5CN","6911713069793","551623975430"
"108468","147591","91731113-39.5CN","6911713069892","551623975430"
"108470","146264","91731113-58CN","6911713070027","551478760148"
"108487","146444","92815521-46.5CN","6901849692804","542685923260"
"108489","145088","92815521-58.5CN","6901849692927","564663731196"
"108490","145568","92815521-16CN","6901849692552","542685923260"
"108492","144771","92748002-37CN","6901849668823","560156945362"
"108493","147226","92748002-15CN","6901849668540","566465279127"
"108506","145821","11731102-39CN","6901849092000","10478186259"
"108507","145795","11731102-48.5CN","6901849092079","10478186259"
"108508","144572","11731102-28CN","6901849091904","10478186259"
"108531","150828","91748002-47CN","6901849663125","566462916899"
"108535","148325","91748002-310.5CN","6901849663026","566287732708"
"108539","147619","11745502-210.5CN","6901849124244","10789195643"
"108540","146592","91748002-77CN","6901849663361","566287732708"
"108552","148164","12735521-87.5CN","6901849107490","10463042396"
"108554","147257","12735521-76CN","6901849107377","10463042396"
"108571","144551","91738880-58CN","6911713076425","551418724218"
"108572","144737","91741111-39.5CN","6901849673247","558963317675"
"108573","151320","91741111-29.5CN","6901849673162","558963317675"
"108580","144729","92748000-45CN","6901849668304","584528809599"
"108582","149642","92748000-27CN","6901849668267","584528809599"
"108600","148214","91815555-28CN","6901849698752","584474261844"
"108616","152817","31740002-223CN","6903711236475","10865151101"
"108622","150153","11738810-47CN","6901849099948","564363971683"
"108643","145977","92745523-46.5CN","6901849667536","12172659436"
"108645","149285","92745523-36CN","6901849667444","12172659436"
"108658","152630","31740013-427CN","6903711243299","10865143999"
"108665","148914","12735565-45.5CN","6901849109135","10479676598"
"108667","145960","12735565-37CN","6901849109081","552362101189"
"108668","144727","12735565-26CN","6901849108985","10479676598"
"108676","145943","92745501-48.5CN","6901849666454","574491277749"
"108677","144650","92745501-27CN","6901849666263","574410211330"
"108678","148790","92745501-37.5CN","6901849666355","574491277749"
"108679","147967","92745501-18CN","6901849666201","574491277749"
"108686","145434","11741105-39CN","6901849122561","10808513257"
"108694","148336","11745586-157CN","6901849126491","560174577689"
"108702","145384","11745586-1010.5CN","6901849126392","559902083287"
"108708","148365","11731155-77CN","6901849092444","551588816731"
"108710","152771","11731155-59.5CN","6901849092413","573973300956"
"108731","145405","91735552-48.5CN","6911713073950","10467204063"
"108742","147950","91748813-610.5CN","6901849665266","12172661503"
"108744","145031","91718901-258CN","6901849659067","544425915865"
"108763","149730","92628004-88CN","6911713016520","566151668130"
"108782","144835","92735527-46.5CN","6901849651719","10561528811"
"108785","147234","92735527-38CN","6901849651665","10561528811"
"108805","146962","11731380-48.5CN","6901849093595","584380278858"
"108809","145116","11731380-68.5CN","6901849093755","564002739031"
"108813","148369","92735527-16.5CN","6901849651474","10561528811"
"108848","146086","91735506-18.5CN","6911713071796","551697791136"
"108849","153940","91735506-29.5CN","6911713071895","551697791136"
"108867","153713","11745586-48.5CN","6901849126767","559826246996"
"108870","150362","11745586-29.5CN","6901849126620","10835764826"
"108874","147042","11745586-78CN","6901849126910","10835764826"
"108898","148540","92625512-105CN","6911713099851","10374414548"
"108920","167745","11848081-17CN","6901664721581","578277104030"
"108951","154642","91831139-710.5CN","6901664814641","10926422322"
"108959","162985","91835506-17.5CN","6913794731637","584428147382"
"108960","168500","91815527-87CN","6913794742022","579176645155"
"108961","155527","91815527-76.5CN","6913794741933","579176645155"
"108962","160146","91835506-39CN","6913794731828","584190412479"
"108963","156113","91835506-26.5CN","6913794731699","584190412479"
"108964","154574","92715521-86.5CN","6913794726381","563490386145"
"108966","155870","91815527-17.5CN","6913794717501","579176645155"
"108968","155197","91815527-410.5CN","6913794717716","579176645155"
"108969","156932","91815527-310.5CN","6913794717631","579176645155"
"108971","156382","91815527-67CN","6913794741865","579176645155"
"108972","156363","12828011-18.5CN","6901849186150","11488855999"
"108974","161274","12828011-28CN","6901849186228","567320913675"
"108975","157082","12828011-47CN","6901849186280","567320913675"
"108980","157517","11815555-46.5CN","6901849155088","10503542675"
"108985","166033","31814986-130CN","6903711272589","11397353654"
"108993","167067","11815555-39.5CN","6901849155064","564086960370"
"108994","156222","92835525-16.5CN","6913794733020","11849800195"
"108997","156030","92835525-48CN","6913794733297","11849800195"
"108999","154591","92835525-25CN","6913794733075","11849800195"
"109001","154552","92835525-38CN","6913794733211","563357022332"
"109004","155062","12825577-37.5CN","6901849185337","573990372286"
"109009","161023","12848888-16CN","6901664743682","577733102515"
"109012","155759","91835509-107CN","6901664814740","12023426895"
"109013","156567","91835509-118.5CN","6901664814856","12023426895"
"109014","154883","91835509-159.5CN","6901664814955","580998168541"
"109017","162749","91835509-168CN","6901664815006","12023426895"
"109038","166462","31849923-230CN","6903711322451","578487755436"
"109039","168791","31849923-131CN","6903711322406","578487755436"
"109060","154873","11818852-88.5CN","6901849158164","11201529956"
"109061","158456","11848971-19CN","6901664727866","581794639763"
"109063","156438","11818852-49CN","6901849158096","11201529956"
"109092","162004","11838888-410.5CN","6901849632985","569699189224"
"109095","157362","11838888-29.5CN","6901849632893","569534660507"
"109118","167241","12848907-36.5CN","6901664745143","582038469369"
"109119","163203","91845500-46.5CN","6913794743838","575725984979"
"109122","157785","91845500-26.5CN","6901664810650","576489808428"
"109123","160336","91845500-16.5CN","6913794743753","575725984979"
"109124","156537","91845500-78CN","6913794743944","576745966694"
"109125","156180","91845500-68CN","6901664810919","575725984979"
"109134","156487","11818861-210.5CN","6901849158270","563567378692"
"109141","154702","92828001-87.5CN","6913794709209","584459678483"
"109142","164436","92828001-55.5CN","6913794708929","584459678483"
"109183","155234","12848883-58CN","6901664743323","576870206513"
"109188","164548","12848883-96CN","6901664743606","11947308137"
"109191","163446","11825588-37CN","6901849182824","11563232467"
"109208","156159","11831111-49.5CN","6901849623389","570370041135"
"109212","158312","11831111-38.5CN","6901849623280","570370041135"
"109215","156379","91838820-38CN","6913794727999","11858261607"
"109216","157575","91838820-27CN","6913794727890","11858261607"
"109217","166132","91838820-17CN","6913794727814","11858261607"
"109263","164658","11825557-18.5CN","6901849182091","565893125075"
"109281","162898","92815521-106CN","6913794736694","578111269614"
"109302","156697","92825518-46CN","6913794732610","573528905366"
"109331","155316","92825518-25CN","6913794732535","571658889716"
"109349","162362","31829926-129CN","6903711285664","11457785411"
"109361","160500","33849922-229CN","6903711323731","11908503704"
"109362","157552","33849922-330CN","6903711323809","11908503704"
"109371","167565","33839922-430CN","6903711309483","11797336333"
"109380","157283","91848868-28CN","6913794748765","577169636069"
"109381","160303","91848868-19.5CN","6913794748710","577169636069"
"109401","162688","91835550-48CN","6913794732498","573579845998"
"109405","159508","11848901-18.5CN","6901664726623","576353840778"
"109408","159831","11811188-39CN","6901849151936","562479635560"
"109411","156759","33839922-128CN","6903711309315","573381104371"
"109427","164002","11841101-49CN","6901664751786","580225369667"
"109429","154651","11841101-69.5CN","6901664751953","584383590102"
"109431","155688","11841101-78CN","6901664752004","584383590102"
"109434","160427","11841101-19.5CN","6901664751397","12041648879"
"109436","155978","11841101-28.5CN","6901664751618","577766759541"
"109438","162243","11841101-39CN","6901664751700","580225369667"
"109439","167361","91825522-38.5CN","6913794714647","567410005581"
"109447","168315","91831191-57CN","6913794731552","584605543074"
"109448","166654","91831191-48CN","6913794731484","584605543074"
"109490","162182","11831109-18.5CN","6901849622801","12123667765"
"109513","161057","91828852-46.5CN","6913794725612","579176645155"
"109514","168956","91828852-28CN","6913794725452","579176645155"
"109524","154623","11841301-16.5CN","6901664705659","584734195030"
"109531","154631","91835527-47CN","6913794726855","571891846131"
"109533","159408","91835527-110.5CN","6913794726596","571891846131"
"109534","154497","91835527-26.5CN","6913794726688","571891846131"
"109538","160297","11811102-109CN","6901849150496","570977753685"
"109557","167083","92835500-18CN","6913794739268","569319185122"
"109562","155318","91846902-48.5CN","6913794746853","577962463852"
"109565","165617","92815521-98.5CN","6913794736984","578111269614"
"109569","155472","31824965-229CN","6903711296059","566365041728"
"109572","156273","92845500-57.5CN","6913794744194","576491384823"
"109574","156661","92845500-38.5CN","6901664810964","575729588316"
"109575","160598","92845500-26.5CN","6913794744019","576491384823"
"109586","156683","33840014-326CN","6903711332030","578724983578"
"109602","156190","92835509-105.5CN","6901664815051","12034648748"
"109606","164151","12827711-16.5CN","6901849192854","571041725262"
"109614","158184","91846902-26.5CN","6913794746655","577962463852"
"109617","157107","91846902-37.5CN","6913794746754","577962463852"
"109626","162358","91848860-47.5CN","6913794748116","579068042101"
"109627","156877","91848860-39.5CN","6913794744378","579060910838"
"109628","158236","91848860-16.5CN","6913794744231","579060910838"
"109629","168173","91825500-46.5CN","6913794710281","565936713249"
"109630","162849","91825500-37.5CN","6913794710229","11502237832"
"109631","154713","A33839820-630CN","6903711341797","586152812978"
"109632","155798","91825500-28.5CN","6913794710168","11476646389"
"109633","157446","91825500-110.5CN","6913794710038","11476646389"
"109644","158338","92628004-108.5CN","6913794715453","592470666950"
"109645","155178","91648060-1410.5CN","6901664813767","579156434288"
"109646","155398","91648060-156.5CN","6901664813859","584608130329"
"109647","156898","A33839820-130CN","6903711341643","586152812978"
"109648","168070","91648060-116.5CN","6901849678570","586842508671"
"109650","162283","A33839820-330CN","6903711341742","586152812978"
"109659","165565","11811189-48.5CN","6901849152322","11585175697"
"109674","155521","91835500-57CN","6913794737547","584048228964"
"109675","157205","91835500-48CN","6913794737486","584048228964"
"109676","166264","91825518-39CN","6913794731132","572209714664"
"109677","156847","91825518-29CN","6913794731057","578886175789"
"109682","159527","91738000-107CN","6913794706130","550523779804"
"109686","159940","11811189-28.5CN","6901849152162","11585175697"
"109710","163511","91815521-109.5CN","6913794736182","577429855468"
"109712","158810","91815521-117CN","6913794736212","577429855468"
"109720","159199","11831110R-29.5CN","6901849648948","11912329634"
"109722","157307","11831110R-38.5CN","6901849648986","11912329634"
"109731","156484","91748800-310.5CN","6901849663668","584046956544"
"109733","157408","91748800-27CN","6901849663606","584046956544"
"109739","166484","91748800-48.5CN","6901849663798","584046956544"
"109754","165952","33859932-230CN","6903711327333","572482008375"
"109756","163338","33859932-130CN","6903711327289","580877417616"
"109757","156633","92825500-17.5CN","6913794712803","584601599849"
"109761","156707","92825500-48.5CN","6913794713060","11435736955"
"109763","155664","92825500-36.5CN","6913794712940","11891758350"
"109765","158973","92825500-25.5CN","6913794712841","584601599849"
"109776","159705","11831101-39.5CN","6901849622504","11789656218"
"109778","167174","11831101-48CN","6901849622559","12154297108"
"109779","163838","11831101-19.5CN","6901849622344","11656101397"
"109781","155339","11831101-29.5CN","6901849622429","11656101397"
"109851","155049","91835509-28.5CN","6913794738452","571568342104"
"109852","156894","91835509-17.5CN","6913794738353","571568342104"
"109853","160166","91835509-39.5CN","6913794738551","595022063599"
"109889","154912","92835527-27.5CN","6913794729283","586496869991"
"109890","158723","92835527-35CN","6913794729313","596564289603"
"109892","156432","92835527-16.5CN","6913794729184","586496869991"
"109894","156447","31849903-329CN","6903711322260","580732231349"
"109895","163302","31849903-130CN","6903711322154","578438735840"
"109899","154674","92835527-45.5CN","6913794729405","596564289603"
"109911","154800","12825588-17CN","6901849185481","11563303416"
"109935","155409","31810004-320CN","6903711257395","11165430160"
"109942","161251","12825588-46.5CN","6901849185719","565888013213"
"109944","164299","12825588-38.5CN","6901849185672","11563303416"
"109946","155750","12825588-28CN","6901849185580","11563303416"
"109950","158813","91828001-78.5CN","6913794708806","584522083402"
"109956","155748","91838809-110.5CN","6913794738803","569958751974"
"109958","158176","91838809-29CN","6913794738940","569958751974"
"109959","155514","A33849611-228CN","6903711339077","12169929348"
"109960","157690","A33849611-129CN","6903711339039","12169929348"
"109961","154853","91828807-26.5CN","6913794721485","591614225459"
"109962","162424","91828807-17.5CN","6913794721430","591614225459"
"109974","161934","A33843520-122CN","6903711341841","12648846617"
"109975","158186","A33843520-224CN","6903711342022","557062161362"
"109976","154901","A33843520-326CN","6903711342121","557062161362"
"109986","167493","33840002-425CN","6903711323175","10688173459"
"109987","156746","33840002-323CN","6903711323076","10688173474"
"109993","159004","92828813-46CN","6913794717099","566450959255"
"109994","162049","92828813-16CN","6913794716856","566450959255"
"109995","161155","92828813-27CN","6913794716955","566450959255"
"109997","168078","11848907-38.5CN","6901664727477","12555039194"
"109998","165015","11848907-16.5CN","6901664727279","577412786618"
"110007","156418","11831102R-19CN","6901849649518","582285957927"
"110020","160306","12848971-46CN","6901664745631","577130939705"
"110061","154625","32744951-429CN","6901849678273","563797833958"
"110065","154719","91828807-56.5CN","6913794721720","591614225459"
"110068","159235","11817701-29.5CN","6901849155866","11199234895"
"110078","155607","91831198-510.5CN","6913794737202","569874166436"
"110082","162062","12815532-27.5CN","6901849159208","562698020407"
"110086","155047","31814050-525CN","6903711269206","11166094090"
"110088","156817","31814050-427CN","6903711269145","11166094090"
"110090","159817","31814050-327CN","6903711269060","11166094090"
"110092","163100","31814050-226CN","6903711268971","11166094090"
"110103","155545","91815521-96.5CN","6913794736441","577429855468"
"110131","158063","91838866-27.5CN","6913794728545","574272379981"
"110132","162190","32840001-122CN","6903711331033","579154114156"
"110134","155917","91838866-38.5CN","6913794728644","574272379981"
"110138","155826","91838866-410.5CN","6913794728675","574272379981"
"110141","154969","91838866-78CN","6913794728873","574848363868"
"110146","155193","12815532-85CN","6901849159475","11263335447"
"110158","154831","92835509-17.5CN","6913794739978","572180284915"
"110159","161646","92835509-25.5CN","6913794740011","572180284915"
"110168","157184","12838888-18.5CN","6901849641697","570888615958"
"110169","154855","12838888-25.5CN","6901849641710","11754251193"
"110170","155174","12838888-78.5CN","6901849641932","570888615958"
"110195","164990","11821207-18CN","6901849180837","568451990712"
"110198","166112","11821207-39.5CN","6901849181025","568451990712"
"110199","164012","11835597-18.5CN","6901849627912","11706087024"
"110243","158175","A33849530-228CN","6903711345689","12083652921"
"110246","164474","11835588-38CN","6901849627189","569944966266"
"110248","164386","11835588-29.5CN","6901849627134","12123656626"
"110249","156528","A33849530-331CN","6903711345764","12083652921"
"110254","154700","12815532-106.5CN","6901849159109","11263335447"
"110255","154989","11835588-110.5CN","6901849626984","12123656626"
"110277","155702","11821166-19.5CN","6901849180387","11458670725"
"110278","158341","11821166-29.5CN","6901849180462","564979330277"
"110287","155969","A33849530-830CN","6903711345955","12083652921"
"110288","157527","A33849530-729CN","6903711345894","12083652921"
"110296","154669","11821166-58CN","6901849180677","565619311639"
"110297","157029","11821166-66.5CN","6901849180738","1396015469"
"110298","156483","11821166-36.5CN","6901849180493","566085691528"
"110299","155658","11821166-47CN","6901849180585","11458670725"
"110304","156383","11828011-17.5CN","6901849183517","567242003045"
"110305","154639","11828011-28.5CN","6901849183616","567242003045"
"110339","155245","91848866-37.5CN","6913794748512","578824137032"
"110351","158894","12817761-46.5CN","6901849161454","566659292836"
"110364","162509","12838808R-76CN","6901664703655","579301722284"
"110366","157324","12838808R-66.5CN","6901664703587","11852287869"
"110389","164210","A33833801-223CN","6903711318553","567136542287"
"110390","165885","14841101-112.5CN","6901664752134","577359981419"
"110391","162773","92848861-45.5CN","6901664811534","578945390182"
"110393","156031","A33833801-522CN","6903711318669","567136542287"
"110394","165507","92848861-26CN","6901664811466","578945390182"
"110396","161104","A33833801-324CN","6903711318621","567136542287"
"110397","163841","92848861-17CN","6901664811404","578945390182"
"110401","165284","33849942-228CN","6903711324028","578170163012"
"110412","166950","33849942-428CN","6903711324080","12021084706"
"110414","158227","31829923-329CN","6903711285428","565077479160"
"110415","154744","11848883-68.5CN","6901664725589","584455762212"
"110417","162110","11848883-89CN","6901664725756","11999481672"
"110418","156425","11848883-97.5CN","6901664725800","11999481672"
"110421","154592","A33849525-229CN","6903711343531","12021348109"
"110422","154677","12837757-36.5CN","6901849637737","570373721030"
"110423","154545","A33849525-430CN","6903711343647","12021348109"
"110425","156644","A33849525-328CN","6903711343579","12021348109"
"110426","159323","12837757-17.5CN","6901849637591","570373721030"
"110427","164236","12837757-28CN","6901849637683","570373721030"
"110429","165271","31814523-2 41#000CN","6903711270264","563922020243"
"110432","162156","11848883-29.5CN","6901664725251","578881190193"
"110434","168688","11848883-39.5CN","6901664725367","584455762212"
"110500","159993","91835525-59CN","6913794732191","11849396919"
"110501","154621","91835525-610.5CN","6913794732214","563357022332"
"110502","154954","91835525-38.5CN","6913794732023","11849396919"
"110504","157016","11828061-26.5CN","6901849189724","567589053157"
"110505","156723","91835525-28CN","6913794731934","11849396919"
"110507","155887","11828061-19.5CN","6901849189700","567589053157"
"110508","155647","91835525-710.5CN","6913794732290","11769960427"
