"id_goods","goods_sn","id_shop","onsell"
"6146","35940746R","4","1"
"6147","35945905","4","1"
"6148","35946502","4","1"
"6149","35946640","4","1"
"6152","35946704","4","1"
"6154","35946840","4","1"
"6155","35948742","4","1"
"6156","35949603","4","1"
"6157","35949623","4","1"
"6158","35949674","4","1"
"6159","35949724","4","1"
"6160","35949780","4","1"
"6161","35949793","4","1"
"6162","35949799","4","1"
"6163","35949957","4","1"
"6504","36923724","4","1"
"6505","36927139","4","1"
"6506","36927147","4","1"
"6507","36927148","4","1"
"6508","36927153","4","1"
"6509","36927326","4","1"
"6510","36927383","4","1"
"6511","36927391","4","1"
"6512","36927394","4","1"
"6513","36927396","4","1"
"6514","36927530","4","1"
"6516","36927612","4","1"
"6517","36927741","4","1"
"6518","36927754","4","1"
"6519","36927768","4","1"
"6520","36927775","4","1"
"6522","36927791","4","1"
"6523","36929102","4","1"
"6524","36929110","4","1"
"6525","36929140","4","1"
"6526","36929313","4","1"
"6527","36929314","4","1"
"6528","36929324","4","1"
"6529","36929740","4","1"
"6530","36929790","4","1"
"6532","36935644","4","1"
"6533","36935740","4","1"
"6534","36937155","4","1"
"6535","36937310","4","1"
"6536","36937390","4","1"
"6537","36937510","4","1"
"6538","36937611","4","1"
"6539","36937650","4","1"
"6540","36937653","4","1"
"6541","36937656","4","1"
"6542","36937719","4","1"
"6543","36937751","4","1"
"6544","36937774","4","1"
"6545","36937782","4","1"
"6546","36939142","4","1"
"6547","36939145","4","1"
"6549","36939388","4","1"
"6550","36939389","4","1"
"6551","36939611","4","1"
"6552","36939624","4","1"
"6553","36939625","4","1"
"6554","36939701","4","1"
"6555","36939722","4","1"
"6556","36939723","4","1"
"6557","36939730","4","1"
"6558","36939732","4","1"
"6559","36939755","4","1"
"6561","36939761","4","1"
"6562","36939780","4","1"
"6563","36945904","4","1"
"6564","36949758","4","1"
"6565","36949782","4","1"
"6566","36949792","4","1"
"6690","39734301","4","1"
"6694","39744111","4","1"
"6699","39814252","4","1"
"6714","39844347","4","1"
"6715","39844974","4","1"
"6717","39921151","4","1"
"6718","39921701","4","1"
"6719","39921702","4","1"
"6720","39922732","4","1"
"6723","39924708","4","1"
"6726","39924753","4","1"
"6729","39924956","4","1"
"6731","39924959","4","1"
"6733","39928154","4","1"
"6739","39928984","4","1"
"6740","39929151","4","1"
"6741","39929152","4","1"
"6742","39929154","4","1"
"6746","39931702","4","1"
"6750","39934806","4","1"
"6752","39934855","4","1"
"6753","39934857","4","1"
"6756","39938165","4","1"
"6757","39938168","4","1"
"6758","39938901","4","1"
"6759","39938908","4","1"
"6760","39938973","4","1"
"6761","39939151","4","1"
"6762","39939152","4","1"
"6763","39939158","4","1"
"6764","39946153","4","1"
"6771","55922201","4","1"
"6772","55922202","4","1"
"6964","912011186","4","1"
"6965","912015502","4","1"
"6966","912015505","4","1"
"6967","912015507","4","1"
"6968","912015550","4","1"
"6969","912015555","4","1"
"6970","912018066","4","1"
"6971","912018803","4","1"
"6972","912018862","4","1"
"7251","91625512","4","1"
"7256","91628004","4","1"
"7287","91711101","4","1"
"7433","91815521","4","1"
"7476","91825560","4","1"
"7504","91835506","4","1"
"7531","91845500","4","1"
"7533","91845508","4","1"
"7549","91911122","4","1"
"7553","91915501","4","1"
"7564","91915584","4","1"
"7566","91915586","4","1"
"7567","91918000","4","1"
"7568","91918001","4","1"
"7579","91925502","4","1"
"7607","91935503","4","1"
"7608","91935505","4","1"
"7616","91938060","4","1"
"7622","91938862","4","1"
"7629","91941120","4","1"
"7630","91941181","4","1"
"7631","91941182","4","1"
"7632","91945500","4","1"
"7633","91945506","4","1"
"7634","91945509","4","1"
"7635","91945510","4","1"
"7636","91945511","4","1"
"7637","91945513","4","1"
"7638","91945516","4","1"
"7639","91945517","4","1"
"7640","91945522","4","1"
"7641","91945533","4","1"
"7642","91945535","4","1"
"7643","91946901","4","1"
"7644","91946905","4","1"
"7645","91948020","4","1"
"7646","91948021","4","1"
"7647","91948024","4","1"
"7648","91948060","4","1"
"7649","91948061","4","1"
"7651","91948063","4","1"
"7652","91948077","4","1"
"7654","91948082","4","1"
"7655","91948083","4","1"
"7656","91948088","4","1"
"7657","91948800","4","1"
"7658","91948810","4","1"
"7659","91948850","4","1"
"7660","91948860","4","1"
"7662","91948865","4","1"
"7663","91948868","4","1"
"7664","922015507","4","1"
"7665","922018061","4","1"
"7767","92625512","4","1"
"7768","92628004","4","1"
"7785","92715521","4","1"
"7896","92835525","4","1"
"7903","92838090","4","1"
"7909","92845500","4","1"
"7926","92915586","4","1"
"7927","92918000","4","1"
"7939","92925502","4","1"
"7940","92925503","4","1"
"7943","92925562","4","1"
"7955","92928816","4","1"
"7959","92935505","4","1"
"7960","92935519","4","1"
"7963","92935575","4","1"
"7968","92938862","4","1"
"7969","92938867","4","1"
"7972","92945500","4","1"
"7973","92945506","4","1"
"7974","92945509","4","1"
"7975","92945510","4","1"
"7976","92945516","4","1"
"7977","92945517","4","1"
"7978","92945522","4","1"
"7979","92945533","4","1"
"7980","92945535","4","1"
"7981","92948020","4","1"
"7982","92948021","4","1"
"7983","92948024","4","1"
"7986","92948062","4","1"
"7987","92948063","4","1"
"7988","92948088","4","1"
"7989","92948850","4","1"
"7990","92948860","4","1"
"7991","92948864","4","1"
"7992","92948868","4","1"
"7994","95011642","4","1"
"7995","95011702","4","1"
"7996","95011741","4","1"
"7997","95015516","4","1"
"7998","95015726","4","1"
"7999","95017102","4","1"
"8000","95017701","4","1"
"8001","95017743","4","1"
"8002","95018531","4","1"
"8003","95018642","4","1"
"8004","95018701","4","1"
"8005","95018704","4","1"
"8006","95018706","4","1"
"8007","95018707","4","1"
"8008","95018709","4","1"
"8009","95018712","4","1"
"8010","95018713","4","1"
"8011","95018740","4","1"
"8012","95018744","4","1"
"8186","95717504","4","1"
"8193","95717729","4","1"
"8195","95717751","4","1"
"8231","95727301","4","1"
"8232","95727347","4","1"
"8237","95727781","4","1"
"8239","95727784","4","1"
"8240","95727785","4","1"
"8243","95728148","4","1"
"8263","95737759","4","1"
"8269","95738541","4","1"
"8287","95738770","4","1"
"8308","95747754","4","1"
"8309","95747761","4","1"
"8311","95748615","4","1"
"8324","95817502","4","1"
"8337","95817721","4","1"
"8358","95818736","4","1"
"8366","95818764","4","1"
"8369","95825119","4","1"
"8395","95827346","4","1"
"8401","95828115","4","1"
"8407","95828138","4","1"
"8427","95829114","4","1"
"8428","95829119","4","1"
"8438","95829141","4","1"
"8442","95829147","4","1"
"8446","95829153","4","1"
"8451","95829201","4","1"
"8452","95829740","4","1"
"8453","95829780","4","1"
"8454","95835503","4","1"
"8456","95835745","4","1"
"8457","95837701","4","1"
"8458","95837702","4","1"
"8459","95837703","4","1"
"8460","95837741","4","1"
"8461","95837747","4","1"
"8462","95838502","4","1"
"8463","95838503","4","1"
"8466","95838617","4","1"
"8474","95838728","4","1"
"8477","95838733","4","1"
"8478","95838734","4","1"
"8480","95838757","4","1"
"8481","95838758","4","1"
"8495","95839775","4","1"
"8500","95839780","4","1"
"8505","95839785","4","1"
"8511","95839796","4","1"
"8512","95839799","4","1"
"8513","95847501","4","1"
"8518","95847743","4","1"
"8521","95847747","4","1"
"8526","95847940","4","1"
"8543","95848915","4","1"
"8545","95848917","4","1"
"8550","95848942","4","1"
"8551","95849501","4","1"
"8557","95849646","4","1"
"8562","95849654","4","1"
"8584","95849847","4","1"
"8585","95912201","4","1"
"8586","95912202","4","1"
"8589","95917571","4","1"
"8592","95917670","4","1"
"8596","95917780","4","1"
"8599","95918506","4","1"
"8600","95918611","4","1"
"8602","95918616","4","1"
"8610","95918705","4","1"
"8613","95918714","4","1"
"8623","95918729","4","1"
"8624","95918730","4","1"
"8627","95918736","4","1"
"8628","95918743","4","1"
"8631","95918749","4","1"
"8632","95918751","4","1"
"8633","95918753","4","1"
"8635","95918773","4","1"
"8637","95918775","4","1"
"8638","95918776","4","1"
"8639","95918777","4","1"
"8640","95918793","4","1"
"8642","95925202","4","1"
"8643","95927102","4","1"
"8647","95927120","4","1"
"8649","95927122","4","1"
"8650","95927123","4","1"
"8661","95927136","4","1"
"8663","95927140","4","1"
"8665","95927144","4","1"
"8666","95927151","4","1"
"8668","95927308","4","1"
"8670","95927310","4","1"
"8672","95927351","4","1"
"8673","95927352","4","1"
"8674","95927451","4","1"
"8675","95927503","4","1"
"8676","95927610","4","1"
"8677","95927611","4","1"
"8678","95927612","4","1"
"8679","95927743","4","1"
"8680","95927745","4","1"
"8681","95927746","4","1"
"8682","95927752","4","1"
"8684","95927784","4","1"
"8687","95927790","4","1"
"8689","95928113","4","1"
"8690","95928116","4","1"
"8693","95928122","4","1"
"8694","95928124","4","1"
"8695","95928125","4","1"
"8696","95928126","4","1"
"8697","95928127","4","1"
"8699","95928141","4","1"
"8700","95928142","4","1"
"8701","95928143","4","1"
"8702","95928145","4","1"
"8704","95928148","4","1"
"8705","95928149","4","1"
"8706","95928150","4","1"
"8710","95928159","4","1"
"8714","95928303","4","1"
"8715","95928306","4","1"
"8716","95928351","4","1"
"8717","95928782","4","1"
"8718","95928788","4","1"
"8731","95929120","4","1"
"8732","95929122","4","1"
"8733","95929124","4","1"
"8734","95929125","4","1"
"8735","95929126","4","1"
"8737","95929129","4","1"
"8739","95929132","4","1"
"8741","95929134","4","1"
"8742","95929135","4","1"
"8743","95929137","4","1"
"8755","95929159","4","1"
"8768","95929181","4","1"
"8775","95929192","4","1"
"8776","95929193","4","1"
"8777","95929196","4","1"
"8778","95929197","4","1"
"8779","95929199","4","1"
"8780","95929321","4","1"
"8782","95929323","4","1"
"8783","95929381","4","1"
"8784","95929531","4","1"
"8785","95929532","4","1"
"8786","95929536","4","1"
"8787","95929610","4","1"
"8788","95929611","4","1"
"8789","95929641","4","1"
"8790","95929644","4","1"
"8791","95929739","4","1"
"8792","95929741","4","1"
"8793","95929742","4","1"
"8794","95929744","4","1"
"8797","95929750","4","1"
"8800","95929753","4","1"
"8801","95929754","4","1"
"8802","95929764","4","1"
"8803","95929765","4","1"
"8804","95929766","4","1"
"8805","95929777","4","1"
"8807","95929781","4","1"
"8808","95929782","4","1"
"8809","95929783","4","1"
"8810","95929784","4","1"
"8814","95937101","4","1"
"8815","95937430","4","1"
"8816","95937431","4","1"
"8817","95937432","4","1"
"8818","95937433","4","1"
"8819","95937501","4","1"
"8820","95937504","4","1"
"8821","95937610","4","1"
"8822","95937611","4","1"
"8823","95937613","4","1"
"8824","95937614","4","1"
"8825","95937621","4","1"
"8826","95937701","4","1"
"8827","95937702","4","1"
"8828","95937703","4","1"
"8829","95937704","4","1"
"8830","95937707","4","1"
"8831","95937714","4","1"
"8832","95937715","4","1"
"8833","95937727","4","1"
"8834","95937728","4","1"
"8835","95937732","4","1"
"8837","95937737","4","1"
"8838","95937740","4","1"
"8839","95937741","4","1"
"8840","95937743","4","1"
"8841","95937744","4","1"
"8842","95937746","4","1"
"8843","95937747","4","1"
"8844","95937780","4","1"
"8845","95938460","4","1"
"8846","95938610","4","1"
"8847","95938613","4","1"
"8848","95938614","4","1"
"8849","95938645","4","1"
"8850","95938701","4","1"
"8851","95938702","4","1"
"8852","95938703","4","1"
"8853","95938704","4","1"
"8854","95938705","4","1"
"8855","95938717","4","1"
"8856","95938718","4","1"
"8857","95938719","4","1"
"8858","95938721","4","1"
"8859","95938722","4","1"
"8860","95938723","4","1"
"8861","95938724","4","1"
"8862","95938725","4","1"
"8863","95938734","4","1"
"8864","95938738","4","1"
"8865","95938740","4","1"
"8866","95938741","4","1"
"8868","95938747","4","1"
"8869","95938748","4","1"
"8870","95938749","4","1"
"8872","95938754","4","1"
"8873","95938756","4","1"
"8874","95938757","4","1"
"8875","95938759","4","1"
"8876","95938761","4","1"
"8877","95938770","4","1"
"8878","95938773","4","1"
"8879","95938780","4","1"
"8880","95938789","4","1"
"8881","95938790","4","1"
"8882","95938792","4","1"
"8883","95938793","4","1"
"8884","95939531","4","1"
"8885","95939610","4","1"
"8886","95939611","4","1"
"8887","95939641","4","1"
"8888","95939643","4","1"
"8889","95939703","4","1"
"8890","95939704","4","1"
"8891","95939705","4","1"
"8892","95939706","4","1"
"8893","95939707","4","1"
"8894","95939708","4","1"
"8895","95939710","4","1"
"8896","95939711","4","1"
"8897","95939713","4","1"
"8898","95939714","4","1"
"8899","95939718","4","1"
"8900","95939720","4","1"
"8901","95939726","4","1"
"8902","95939728","4","1"
"8906","95939733","4","1"
"8909","95939737","4","1"
"8911","95939741","4","1"
"8912","95939742","4","1"
"8913","95939746","4","1"
"8914","95939747","4","1"
"8915","95939750","4","1"
"8918","95939764","4","1"
"8919","95939766","4","1"
"8920","95939769","4","1"
"8921","95939770","4","1"
"8922","95947502","4","1"
"8923","95947610","4","1"
"8924","95947640","4","1"
"8925","95947701","4","1"
"8926","95947702","4","1"
"8927","95947704","4","1"
"8928","95947706","4","1"
"8929","95947707","4","1"
"8930","95947709","4","1"
"8931","95947710","4","1"
"8932","95947740","4","1"
"8934","95947742","4","1"
"8935","95947901","4","1"
"8936","95947912","4","1"
"8937","95947970","4","1"
"8938","95947971","4","1"
"8939","95947972","4","1"
"8940","95947973","4","1"
"8941","95948704","4","1"
"8942","95948735","4","1"
"8943","95948902","4","1"
"8944","95948948","4","1"
"8945","95948954","4","1"
"8946","95948956","4","1"
"8947","95948957","4","1"
"8948","95948960","4","1"
"8949","95949430","4","1"
"8950","95949501","4","1"
"8951","95949502","4","1"
"8952","95949531","4","1"
"8953","95949610","4","1"
"8954","95949640","4","1"
"8955","95949641","4","1"
"8957","95949701","4","1"
"8958","95949702","4","1"
"8959","95949704","4","1"
"8960","95949711","4","1"
"8961","95949741","4","1"
"8962","95949790","4","1"
"8963","95949841","4","1"
"8964","95949970","4","1"
"9051","96725140","4","1"
"9057","96727146","4","1"
"9061","96727301","4","1"
