goodsId,singleProductId,sku,barcode
104935,134206,32614837-533CN,6903599751565
105643,134205,91635501-16.5CN,6913794798944
106090,134193,31649923-232CN,6903599746479
105562,134189,31645535-133CN,6903599743539
105422,134188,92635516-15.5CN,6911713003995
105202,134184,31646602-237CN,6903599743782
106072,134179,31634904-328CN,6903599738481
106201,134175,32646902-237CN,6903599749081
104987,134173,31640006-127CN,6903599739440
105262,134164,91638801-38CN,6911713002103
105550,134163,92635501-55CN,6911713003261
105929,134161,31645521-139CN,6903599743102
105405,134151,92635505-48CN,6911713003568
105643,134149,91635501-110.5CN,6913794798937
105864,134147,32646666-335CN,6903599748947
105098,134140,31649961-128CN,6903599746684
106072,134137,31634904-329CN,6903599738498
106058,134136,92635515-26CN,6911713003605
105922,134133,32645509-135CN,6903599748107
106157,134121,31648806-138CN,6903599745823
104985,134118,31649943-332CN,6903599746677
105035,134103,31641111-136CN,6903599740347
106044,134093,91638003-39.5CN,6911713001656
106155,134091,91635516-17CN,6911713000802
106095,134088,31641116-234CN,6903599740590
105845,134082,31640005-122CN,6903599739273
104984,134081,92625512-56.5CN,6911713002813
105176,134079,32645516-433CN,6903599748442
105362,134071,91638803-46.5CN,6911713002714
106065,134068,91635516-49.5CN,6911713001090
105336,134062,32646941-135CN,6903599749364
105405,134061,92635505-48.5CN,6911713003575
105365,134059,91638803-37.5CN,6911713002653
105984,134056,31645530-334CN,6903599743263
105566,134047,32648804-338CN,6903599750292
106226,134041,31645501-338CN,6903599741627
105994,134040,31640001-327CN,6903599739082
105623,134034,32640002-223CN,6903599747070
105327,134033,31646902-234CN,6903599744246
105408,134030,92635505-35CN,6911713003421
105917,134017,31645521-233CN,6903599743119
105428,134016,92635516-56.5CN,6911713004251
105752,134009,32648801-138CN,6903599749692
105328,133991,32645508-335CN,6903599748046
106152,133981,32648803-333CN,6903599750001
105651,133977,91635501-88CN,6913794799538
105992,133969,32644805-237CN,6903599747469
105009,133963,32646906-238CN,6903599749159
105513,133961,31646906-234CN,6903599744451
105651,133957,91635501-89.5CN,6913794799569
105572,133954,91635515-79.5CN,6911713000772
104941,133953,32614837-234CN,6903599738801
104972,133946,31648803-237CN,6903599745465
105474,133945,31645520-135CN,6903599742921
105779,133941,31630002-222CN,6903599726440
105725,133939,31645505-338CN,6903599741979
105356,133936,31645511-239CN,6903599742402
106043,133932,91638003-47CN,6911713001687
105990,133929,31640001-122CN,6903599738979
105045,133914,31645517-135CN,6903599742785
105882,133905,31645509-133CN,6903599742136
106194,133892,91625512-57CN,6913794798395
105262,133890,91638801-36.5CN,6911713002073
106180,133881,31646903-239CN,6903599744437
105936,133870,31646912-135CN,6903599744604
105212,133864,31648801-134CN,6903599745151
105691,133849,31641110-336CN,6903599740279
105395,133835,31649902-429CN,6903599746196
105202,133833,31646602-236CN,6903599743775
105368,133831,91638803-28.5CN,6911713002592
106124,133826,91635505-18.5CN,6913794799866
105532,133820,32648001-237CN,6903599749562
105080,133817,31649908-231CN,6903599746363
105903,133812,92635515-75CN,6911713003902
105427,133806,31644810-336CN,6903599741399
105193,133796,31645508-334CN,6903599742075
105886,133793,32634543-133CN,6903599751626
105691,133790,31641110-338CN,6903599740293
105700,133776,31648001-234CN,6903599745014
106124,133775,91635505-19CN,6913794799873
106071,133768,91635516-78CN,6911713001304
105704,133766,31645516-335CN,6903599742570
104991,133764,31634906-332CN,6903599738726
105139,133760,31640002-222CN,6903599739150
106054,133759,31634806-335CN,6903599751381
105095,133757,31649961-330CN,6903599746806
105659,133743,31644805-235CN,6903599741177
105368,133742,91638803-29CN,6911713002608
104982,133741,92625512-65.5CN,6911713002875
105267,133737,31630003-322CN,6903599726624
105785,133732,31644106-339CN,6903599740934
106080,133718,31641191-236CN,6903599740750
105003,133716,31640061-327CN,6903599739747
105186,133710,31624520-335CN,6903599738313
104936,133709,32645501-135CN,6903599747568
106044,133703,91638003-36.5CN,6911713001595
105555,133700,92635501-17.5CN,6911713002998
105356,133699,31645511-237CN,6903599742389
105708,133685,31645516-635CN,6903599742716
105076,133679,32645505-137CN,6903599747889
105289,133678,32648806-236CN,6903599750391
105994,133672,31640001-326CN,6903599739075
105428,133665,92635516-57CN,6911713004268
105908,133663,92635515-45.5CN,6911713003759
105562,133657,31645535-134CN,6903599743546
105497,133652,32648802-234CN,6903599749838
105000,133650,31645504-238CN,6903599741696
105712,133644,31634905-129CN,6903599738542
105576,133637,91635515-48CN,6911713000505
105046,133633,31646666-237CN,6903599744062
105723,133627,31645505-134CN,6903599741795
105418,133612,31645531-337CN,6903599743508
105094,133604,31649961-428CN,6903599746875
105644,133597,91635501-28CN,6913794799132
104931,133593,32614837-438CN,6903599751558
105311,133591,31624512-238CN,6903599735701
106196,133586,31644802-237CN,6903599740989
105864,133583,32646666-333CN,6903599748923
105506,133579,32645530-133CN,6903599748626
105929,133575,31645521-138CN,6903599743096
105552,133572,91635502-18.5CN,6913794799620
105236,133568,32640001-127CN,6903599746936
106201,133566,32646902-238CN,6903599749098
104987,133562,31640006-126CN,6903599739433
105476,133558,31641104-233CN,6903599739754
105262,133557,91638801-37CN,6911713002080
105372,133554,31646913-138CN,6903599744772
105726,133547,31641110-133CN,6903599740101
105262,133546,91638801-39.5CN,6911713002134
105511,133544,31614509-133CN,6903599738030
106125,133540,31649901-129CN,6903599745991
105751,133536,31648804-334CN,6903599745717
106010,133512,91631101-18.5CN,6913794798661
105048,133510,31645517-339CN,6903599742891
105647,133508,91635501-39.5CN,6913794799248
105566,133504,32648804-337CN,6903599750285
105327,133492,31646902-235CN,6903599744253
105212,133481,31648801-135CN,6903599745168
105035,133476,31641111-135CN,6903599740330
106227,133475,31640041-227CN,6903599739624
105651,133460,91635501-86.5CN,6913794799507
105274,133453,31641108-137CN,6903599739938
105557,133452,91635502-38.5CN,6913794799705
105864,133451,32646666-334CN,6903599748930
105045,133446,31645517-134CN,6903599742778
105556,133441,91635502-47CN,6913794799750
105336,133440,32646941-136CN,6903599749371
106058,133434,92635515-27CN,6911713003629
105372,133415,31646913-139CN,6903599744789
106091,133414,31641116-139CN,6903599740576
106157,133413,31648806-139CN,6903599745830
106226,133409,31645501-337CN,6903599741610
105645,133397,91635501-510.5CN,6913794799330
106154,133396,91635516-29CN,6911713000925
105752,133389,32648801-137CN,6903599749685
105405,133379,92635505-47CN,6911713003544
106005,133378,91631101-36.5CN,6913794798784
105645,133377,91635501-57.5CN,6913794799361
105556,133368,91635502-47.5CN,6913794799767
105576,133361,91635515-410.5CN,6911713000468
105623,133351,32640002-224CN,6903599747087
106045,133350,91638003-27.5CN,6911713001533
104972,133346,31648803-238CN,6903599745472
105474,133345,31645520-136CN,6903599742938
105936,133343,31646912-136CN,6903599744611
106156,133323,31648806-233CN,6903599745847
106095,133321,31641116-233CN,6903599740651
105845,133317,31640005-123CN,6903599739280
105392,133304,32640041-122CN,6903599747247
105646,133300,91635501-66.5CN,6913794799422
106152,133297,32648803-334CN,6903599750018
105651,133296,91635501-89CN,6913794799552
105984,133291,31645530-335CN,6903599743270
105992,133287,32644805-238CN,6903599747476
105513,133285,31646906-233CN,6903599744444
106180,133273,31646903-238CN,6903599744420
104941,133269,32614837-233CN,6903599738795
105861,133267,91638802-38.5CN,6911713002431
105691,133260,31641110-337CN,6903599740286
105725,133259,31645505-339CN,6903599741986
106123,133254,91635505-27.5CN,6913794799927
106043,133252,91638003-48CN,6911713001700
105178,133238,32645516-338CN,6903599748435
105552,133237,91635502-110.5CN,6913794799576
105017,133236,32646906-333CN,6903599749166
105862,133235,91638802-29.5CN,6911713002370
105550,133228,92635501-58.5CN,6911713003339
105098,133220,31649961-129CN,6903599746691
105328,133219,32645508-336CN,6903599748053
105922,133214,32645509-134CN,6903599748091
105080,133209,31649908-232CN,6903599746370
106194,133201,91625512-58CN,6913794798418
105862,133194,91638802-26.5CN,6911713002318
105575,133193,91635515-59.5CN,6911713000611
106199,133181,91625512-67.5CN,6913794798487
106038,133179,91638003-57.5CN,6911713001779
105360,133177,31645511-334CN,6903599742426
105399,133174,31649902-130CN,6903599746103
105579,133173,32646912-136CN,6903599749258
105186,133164,31624520-334CN,6903599738306
105779,133152,31630002-225CN,6903599726471
105990,133151,31640001-125CN,6903599739006
106124,133150,91635505-18CN,6913794799859
105936,133146,31646912-133CN,6903599744581
106002,133145,91631101-47CN,6913794798876
105289,133139,32648806-233CN,6903599750360
105508,133131,91635501-109.5CN,6913794799088
105365,133127,91638803-39CN,6911713002684
105202,133120,31646602-235CN,6903599743768
105085,133118,32645505-338CN,6903599747957
106234,133107,32614538-133CN,6903599738733
105903,133106,92635515-76CN,6911713003926
105427,133105,31644810-337CN,6903599741405
105565,133084,32648804-135CN,6903599750148
105725,133081,31645505-335CN,6903599741948
104932,133060,32645501-338CN,6903599747711
105704,133059,31645516-334CN,6903599742563
104991,133058,31634906-331CN,6903599738719
105139,133053,31640002-223CN,6903599739167
106054,133052,31634806-336CN,6903599751398
105405,133047,92635505-45.5CN,6911713003513
105905,133042,92635515-66.5CN,6911713003858
106062,133041,91635516-68CN,6911713001229
105267,133040,31630003-323CN,6903599726631
105530,133039,32648001-334CN,6903599749593
105000,133038,31645504-237CN,6903599741689
105362,133029,91638803-49.5CN,6911713002776
105659,133027,31644805-236CN,6903599741184
105560,133023,92638003-15CN,6911713004541
105370,133017,31646913-235CN,6903599744819
105260,133016,91638801-48.5CN,6911713002196
105751,133015,31648804-337CN,6903599745748
105502,133014,91635515-29.5CN,6911713000376
105254,133008,91638801-16.5CN,6911713001915
104936,132996,32645501-134CN,6903599747551
105641,132987,31646656-135CN,6903599743904
105035,132984,31641111-139CN,6903599740378
105311,132979,31624512-237CN,6903599735695
105423,132978,92635516-85.5CN,6911713004473
105428,132962,92635516-56CN,6911713004244
105562,132956,31645535-135CN,6903599743553
105046,132952,31646666-236CN,6903599744055
105929,132951,31645521-137CN,6903599743089
106062,132949,91635516-69.5CN,6911713001250
104987,132945,31640006-125CN,6903599739426
105476,132940,31641104-234CN,6903599739761
105458,132928,32649901-128CN,6903599750483
105327,132920,31646902-237CN,6903599744277
105575,132919,91635515-58CN,6911713000581
105260,132917,91638801-49CN,6911713002202
106080,132916,31641191-239CN,6903599740781
106075,132915,31624515-139CN,6903599725351
106058,132913,92635515-28CN,6911713003643
105644,132902,91635501-29CN,6913794799156
104931,132897,32614837-437CN,6903599751541
106196,132891,31644802-236CN,6903599740972
105909,132885,92635515-36.5CN,6911713003698
105556,132878,91635502-49CN,6913794799798
106071,132874,91635516-78.5CN,6911713001311
105497,132851,32648802-233CN,6903599749821
105076,132847,32645505-133CN,6903599747841
106155,132846,91635516-19CN,6911713000840
105274,132844,31641108-136CN,6903599739921
105556,132835,91635502-48CN,6913794799774
106044,132822,91638003-310.5CN,6911713001588
106091,132817,31641116-138CN,6903599740569
106180,132812,31646903-237CN,6903599744413
105956,132808,31649905-129CN,6903599746240
105327,132807,31646902-236CN,6903599744260
105212,132800,31648801-136CN,6903599745175
105408,132797,92635505-37CN,6911713003469
105997,132778,32644805-333CN,6903599747483
105562,132777,31645535-136CN,6903599743560
105328,132772,32645508-333CN,6903599748022
105428,132771,92635516-55CN,6911713004220
105553,132768,92635501-37.5CN,6911713003155
105922,132760,32645509-137CN,6903599748121
106058,132758,92635515-27.5CN,6911713003636
106157,132751,31648806-136CN,6903599745809
105424,132749,92635516-76.5CN,6911713004411
106043,132739,91638003-48.5CN,6911713001717
105035,132720,31641111-138CN,6903599740361
105236,132719,32640001-124CN,6903599746905
105785,132715,31644106-336CN,6903599740903
105178,132713,32645516-337CN,6903599748428
105845,132709,31640005-124CN,6903599739297
105045,132699,31645517-137CN,6903599742808
105882,132690,31645509-135CN,6903599742150
105749,132678,31648804-133CN,6903599745564
106194,132677,91625512-59CN,6913794798432
106226,132673,31645501-336CN,6903599741603
105623,132667,32640002-225CN,6903599747094
105554,132666,92635501-28.5CN,6911713003094
105644,132665,91635501-28.5CN,6913794799149
106038,132664,91638003-58CN,6911713001786
105750,132662,32648801-234CN,6903599749715
105700,132652,31648001-238CN,6903599745052
105691,132644,31641110-334CN,6903599740255
105017,132643,32646906-334CN,6903599749173
106002,132642,91631101-48CN,6913794798890
105643,132633,91635501-19.5CN,6913794799002
106005,132629,91631101-310.5CN,6913794798777
105647,132623,91635501-36.5CN,6913794799187
105555,132619,92635501-18CN,6911713003001
105903,132615,92635515-77CN,6911713003940
105617,132614,31649942-129CN,6903599746547
106037,132606,91638003-66.5CN,6911713001830
105474,132601,31645520-137CN,6903599742945
104972,132599,31648803-235CN,6903599745441
105579,132598,32646912-135CN,6903599749241
105401,132588,31649902-228CN,6903599746134
106054,132581,31634806-337CN,6903599751404
106196,132580,31644802-235CN,6903599740965
105139,132577,31640002-224CN,6903599739174
105267,132567,31630003-324CN,6903599726648
105368,132558,91638803-27CN,6911713002561
105501,132557,91635515-38.5CN,6911713000437
105706,132554,31645516-239CN,6903599742549
105555,132549,92635501-16CN,6911713002967
105659,132546,31644805-237CN,6903599741191
105551,132542,92635501-46.5CN,6911713003216
105477,132541,31641104-339CN,6903599739884
105579,132535,32646912-137CN,6903599749265
105260,132534,91638801-48CN,6911713002189
105360,132533,31645511-333CN,6903599742419
105186,132525,31624520-333CN,6903599738290
105708,132510,31645516-633CN,6903599742693
105202,132507,31646602-234CN,6903599743751
104932,132505,32645501-337CN,6903599747704
105289,132503,32648806-234CN,6903599750377
105262,132487,91638801-310.5CN,6911713002066
105000,132483,31645504-236CN,6903599741672
106002,132481,91631101-48.5CN,6913794798906
105530,132480,32648001-333CN,6903599749586
105427,132469,31644810-338CN,6903599741412
106086,132455,31649923-128CN,6903599746387
105276,132454,31641108-339CN,6903599740095
106062,132449,91635516-67CN,6911713001205
105311,132447,31624512-236CN,6903599735688
105565,132443,32648804-134CN,6903599750131
105779,132441,31630002-224CN,6903599726464
105725,132440,31645505-336CN,6903599741955
105700,132432,31648001-236CN,6903599745038
105990,132430,31640001-124CN,6903599738993
106155,132428,91635516-17.5CN,6911713000819
104991,132423,31634906-330CN,6903599738702
105704,132422,31645516-333CN,6903599742556
104982,132413,92625512-68.5CN,6911713002936
105336,132406,32646941-133CN,6903599749340
105929,132405,31645521-136CN,6903599743072
105236,132404,32640001-125CN,6903599746912
104987,132401,31640006-124CN,6903599739419
105476,132389,31641104-235CN,6903599739778
105560,132386,92638003-16CN,6911713004565
105751,132381,31648804-336CN,6903599745731
106197,132379,91625512-76.5CN,6913794798548
105575,132372,91635515-59CN,6911713000604
105643,132367,91635501-17CN,6913794798951
106080,132366,31641191-238CN,6903599740774
106069,132365,91635516-87.5CN,6911713001373
105860,132362,91638802-17.5CN,6911713002257
104936,132358,32645501-133CN,6903599747544
106194,132354,91625512-58.5CN,6913794798425
105426,132353,92635516-68CN,6911713004367
105641,132351,31646656-134CN,6903599743898
105185,132349,31624520-239CN,6903599738283
105114,132342,32630003-122CN,6903599732151
105076,132340,32645505-135CN,6903599747865
105046,132322,31646666-235CN,6903599744048
106002,132320,91631101-410.5CN,6913794798852
105418,132297,31645531-339CN,6903599743522
105458,132293,32649901-129CN,6903599750490
105370,132288,31646913-234CN,6903599744802
105327,132282,31646902-238CN,6903599744284
106075,132277,31624515-138CN,6903599725344
104931,132258,32614837-436CN,6903599751534
106124,132254,91635505-17CN,6913794799835
105557,132253,91635502-37CN,6913794799675
106180,132243,31646903-236CN,6903599744406
105956,132239,31649905-128CN,6903599746233
105903,132238,92635515-75.5CN,6911713003919
106057,132233,31634806-133CN,6903599751299
105408,132230,92635505-36CN,6911713003445
105076,132214,32645505-134CN,6903599747858
105434,132200,92635516-27.5CN,6911713004114
105922,132190,32645509-136CN,6903599748114
105035,132158,31641111-137CN,6903599740354
105426,132151,92635516-67CN,6911713004343
105212,132145,31648801-137CN,6903599745182
105576,132144,91635515-47.5CN,6911713000499
105562,132139,31645535-137CN,6903599743577
106155,132137,91635516-18CN,6911713000826
105274,132135,31641108-135CN,6903599739914
105997,132134,32644805-334CN,6903599747490
105336,132121,32646941-134CN,6903599749357
104987,132117,31640006-123CN,6903599739402
105984,132114,31645530-333CN,6903599743256
106091,132105,31641116-137CN,6903599740552
106157,132104,31648806-137CN,6903599745816
105863,132103,32646666-238CN,6903599748916
105427,132101,31644810-339CN,6903599741429
106226,132100,31645501-335CN,6903599741597
105750,132092,32648801-233CN,6903599749708
106086,132091,31649923-129CN,6903599746394
105408,132088,92635505-36.5CN,6911713003452
106005,132083,91631101-39.5CN,6913794798845
105725,132082,31645505-337CN,6903599741962
105700,132077,31648001-237CN,6903599745045
105691,132071,31641110-335CN,6903599740262
105017,132065,32646906-335CN,6903599749180
105178,132062,32645516-336CN,6903599748411
105785,132061,31644106-337CN,6903599740910
105328,132057,32645508-334CN,6903599748039
105617,132051,31649942-128CN,6903599746530
106154,132048,91635516-26.5CN,6911713000871
106038,132031,91638003-59CN,6911713001809
105623,132029,32640002-226CN,6903599747100
105474,132024,31645520-138CN,6903599742952
105905,132022,92635515-65CN,6911713003827
104972,132021,31648803-236CN,6903599745458
105936,132020,31646912-134CN,6903599744598
105575,132012,91635515-56.5CN,6911713000550
105422,132008,92635516-18.5CN,6911713004053
106155,131996,91635516-110.5CN,6911713000789
105845,131995,31640005-125CN,6903599739303
105045,131987,31645517-136CN,6903599742792
105908,131986,92635515-48.5CN,6911713003810
105860,131982,91638802-19CN,6911713002288
105882,131978,31645509-134CN,6903599742143
105409,131974,92635505-27.5CN,6911713003391
105555,131966,92635501-17CN,6911713002981
105903,131964,92635515-78CN,6911713003964
106064,131962,91635516-57CN,6911713001120
106123,131951,91635505-29CN,6913794799958
105554,131950,92635501-28CN,6911713003087
105392,131943,32640041-125CN,6903599747278
105725,131933,31645505-333CN,6903599741924
104931,131929,32614837-435CN,6903599751527
105422,131924,92635516-17.5CN,6911713004039
105798,131921,32645504-238CN,6903599747834
106074,131920,31624515-333CN,6903599725368
104932,131918,32645501-336CN,6903599747698
105845,131915,31640005-127CN,6903599739327
105139,131913,31640002-225CN,6903599739181
105430,131912,92635516-45.5CN,6911713004152
105559,131907,92638003-35.5CN,6911713004633
105267,131905,31630003-325CN,6903599726655
105530,131902,32648001-336CN,6903599749616
106199,131900,91625512-66.5CN,6913794798463
105905,131895,92635515-65.5CN,6911713003834
105009,131893,32646906-233CN,6903599749104
105446,131890,31645520-335CN,6903599742990
105706,131888,31645516-238CN,6903599742532
105555,131885,92635501-15CN,6911713002943
105078,131884,31649908-132CN,6903599746325
105360,131878,31645511-336CN,6903599742440
105575,131863,91635515-58.5CN,6911713000598
105276,131859,31641108-338CN,6903599740088
105882,131848,31645509-137CN,6903599742174
105422,131842,92635516-18CN,6911713004046
105862,131840,91638802-27.5CN,6911713002332
105780,131838,31630002-125CN,6903599726419
106214,131826,32645511-237CN,6903599748305
105501,131825,91635515-38CN,6911713000420
106045,131812,91638003-28.5CN,6911713001557
105002,131811,31640061-222CN,6903599739631
105043,131804,31646666-336CN,6903599744123
105297,131803,32648806-137CN,6903599750346
105828,131791,32630002-324CN,6903599732113
105553,131789,92635501-38.5CN,6911713003179
105214,131775,31648801-335CN,6903599745304
105369,131773,91638803-19CN,6911713002523
105565,131771,32648804-137CN,6903599750162
105651,131769,91635501-810.5CN,6913794799491
105501,131765,91635515-310.5CN,6911713000383
105095,131758,31649961-329CN,6903599746790
105648,131757,91635501-46.5CN,6913794799262
105699,131755,31648001-137CN,6903599744970
105405,131752,92635505-46.5CN,6911713003537
105252,131747,91638801-29CN,6911713002042
106207,131744,31644802-336CN,6903599741047
105575,131743,91635515-510.5CN,6911713000543
105662,131742,31644805-136CN,6903599741115
106227,131737,31640041-224CN,6903599739594
105495,131735,32648802-333CN,6903599749883
105237,131732,32640001-224CN,6903599746967
105001,131730,31645504-337CN,6903599741757
105372,131729,31646913-135CN,6903599744741
106037,131718,91638003-69.5CN,6911713001892
105643,131708,91635501-18CN,6913794798975
105983,131706,31645530-133CN,6903599743188
105260,131704,91638801-47.5CN,6911713002172
105097,131702,31649961-231CN,6903599746769
105651,131701,91635501-87.5CN,6913794799521
104984,131698,92625512-58.5CN,6911713002851
105423,131690,92635516-86.5CN,6911713004497
105748,131689,31648804-237CN,6903599745670
105557,131685,91635502-38CN,6913794799699
105483,131674,32640006-322CN,6903599747186
105211,131671,31646602-335CN,6903599743836
105994,131667,31640001-323CN,6903599739044
106234,131653,32614538-135CN,6903599738757
104984,131648,92625512-57CN,6911713002820
105425,131644,31644810-237CN,6903599741337
104986,131639,31640006-225CN,6903599739488
105562,131635,31645535-138CN,6903599743584
106156,131630,31648806-236CN,6903599745878
106044,131628,91638003-38CN,6911713001625
105647,131619,91635501-37.5CN,6913794799200
104984,131615,92625512-58CN,6911713002844
105424,131613,92635516-77.5CN,6911713004435
105863,131608,32646666-237CN,6903599748909
105507,131598,32645530-238CN,6903599748732
105034,131593,31641111-234CN,6903599740392
105502,131579,91635515-26.5CN,6911713000314
105399,131578,31649902-128CN,6903599746080
105560,131565,92638003-17CN,6911713004589
105274,131560,31641108-134CN,6903599739907
106127,131554,31649901-332CN,6903599746073
105418,131544,31645531-334CN,6903599743478
104971,131533,31648803-335CN,6903599745519
106091,131529,31641116-136CN,6903599740545
105556,131527,91635502-410.5CN,6913794799736
105324,131522,31646902-136CN,6903599744192
105214,131520,31648801-334CN,6903599745298
105750,131518,32648801-236CN,6903599749739
106180,131512,31646903-235CN,6903599744390
105936,131508,31646912-139CN,6903599744642
105628,131504,32640002-125CN,6903599747032
105082,131503,32646656-234CN,6903599748756
105929,131502,31645521-135CN,6903599743065
106197,131499,91625512-710.5CN,6913794798531
105116,131496,32630003-225CN,6903599732243
106010,131495,91631101-19CN,6913794798678
105426,131489,92635516-66CN,6911713004329
106194,131484,91625512-57.5CN,6913794798401
105095,131483,31649961-328CN,6903599746783
105997,131472,32644805-335CN,6903599747506
105714,131467,31634905-231CN,6903599738610
105508,131465,91635501-106.5CN,6913794799026
106224,131460,31645501-138CN,6903599741481
105368,131447,91638803-210.5CN,6911713002547
105643,131445,91635501-18.5CN,6913794798982
105360,131437,31645511-337CN,6903599742457
105579,131420,32646912-133CN,6903599749227
105780,131409,31630002-124CN,6903599726402
105184,131405,31624520-135CN,6903599738177
105508,131402,91635501-107CN,6913794799033
105845,131400,31640005-126CN,6903599739310
105692,131398,31641110-238CN,6903599740224
105176,131393,32645516-437CN,6903599748480
105644,131388,91635501-27.5CN,6913794799125
105984,131374,31645530-338CN,6903599743300
106073,131367,31624515-537CN,6903599737583
105937,131358,31646912-233CN,6903599744659
105905,131350,92635515-66CN,6911713003841
104932,131331,32645501-335CN,6903599747681
105211,131322,31646602-334CN,6903599743829
105994,131321,31640001-322CN,6903599739037
106062,131318,91635516-69CN,6911713001243
105530,131314,32648001-335CN,6903599749609
106234,131313,32614538-134CN,6903599738740
105009,131305,32646906-234CN,6903599749111
105551,131302,92635501-47.5CN,6911713003230
105446,131300,31645520-336CN,6903599743003
106002,131298,91631101-47.5CN,6913794798883
105554,131280,92635501-27CN,6911713003063
105392,131272,32640041-126CN,6903599747285
105984,131266,31645530-339CN,6903599743317
105725,131264,31645505-334CN,6903599741931
104931,131263,32614837-434CN,6903599751510
105408,131249,92635505-37.5CN,6911713003476
105501,131246,91635515-39CN,6911713000444
105045,131239,31645517-139CN,6903599742822
105002,131231,31640061-223CN,6903599739648
105662,131229,31644805-137CN,6903599741122
105706,131225,31645516-237CN,6903599742525
105372,131224,31646913-134CN,6903599744734
106224,131218,31645501-136CN,6903599741467
105368,131214,91638803-26.5CN,6911713002554
105714,131206,31634905-232CN,6903599738627
106069,131205,91635516-88.5CN,6911713001397
105360,131203,31645511-335CN,6903599742433
105422,131190,92635516-17CN,6911713004022
105798,131186,32645504-237CN,6903599747827
106214,131175,32645511-236CN,6903599748299
105252,131171,91638801-28CN,6911713002028
105043,131155,31646666-335CN,6903599744116
106227,131154,31640041-223CN,6903599739587
105297,131151,32648806-138CN,6903599750353
105001,131146,31645504-336CN,6903599741740
106180,131132,31646903-233CN,6903599744376
105440,131129,31645531-239CN,6903599743454
105276,131124,31641108-337CN,6903599740071
105214,131121,31648801-336CN,6903599745311
105565,131119,32648804-136CN,6903599750155
105097,131117,31649961-232CN,6903599746776
106155,131106,91635516-16.5CN,6911713000796
105557,131100,91635502-39CN,6913794799712
105264,131094,31630003-122CN,6903599726563
105483,131081,32640006-323CN,6903599747193
105699,131080,31648001-136CN,6903599744963
106156,131079,31648806-238CN,6903599745892
106207,131068,31644802-335CN,6903599741030
105863,131064,32646666-235CN,6903599748886
104982,131057,92625512-67.5CN,6911713002912
105425,131052,31644810-238CN,6903599741344
105252,131050,91638801-210.5CN,6911713001984
105237,131047,32640001-225CN,6903599746974
104986,131044,31640006-224CN,6903599739471
105828,131041,32630002-325CN,6903599732120
105860,131036,91638802-18.5CN,6911713002271
106123,131031,91635505-28CN,6913794799934
105643,131030,91635501-19CN,6913794798999
105983,131027,31645530-134CN,6903599743195
105748,131012,31648804-236CN,6903599745663
106071,131011,91635516-710.5CN,6911713001267
105186,131008,31624520-339CN,6903599738351
105369,131006,91638803-17.5CN,6911713002493
105324,131005,31646902-137CN,6903599744208
105034,130993,31641111-233CN,6903599740385
105983,130983,31645530-135CN,6903599743201
105082,130980,32646656-233CN,6903599748749
105497,130977,32648802-238CN,6903599749876
105426,130972,92635516-65CN,6911713004305
105562,130950,31645535-139CN,6903599743591
105560,130948,92638003-17.5CN,6911713004596
106156,130947,31648806-237CN,6903599745885
106044,130944,91638003-39CN,6911713001649
