goodsId,singleProductId,sku,barcode
103440,104685,11618030-210.5CN,6903599505847
103381,104686,12618815-48.5CN,6903599518304
102351,104688,31419903-231CN,6909822632229
102852,104690,31445510-236CN,6909822654214
103366,104691,32415538-237CN,6909822633332
103002,104692,32415541-137CN,6909822633479
102552,104693,11615575-49.5CN,6903599499443
102628,104694,92515511-138CN,6913794767902
102187,104695,31528961-133CN,6909822674144
103348,104696,11615585-27.5CN,6903599500156
102337,104697,11618815-49CN,6903599508251
102265,104698,12611118-35CN,6903599523636
103315,104700,91445508-339CN,6913794758931
103138,104701,31615517-139CN,6903599708576
102615,104703,12617776-38CN,6903599515167
102293,104705,11618833-36.5CN,6903599523209
102488,104706,11618001-18.5CN,6903599504031
102647,104707,12615581-56.5CN,6903599512050
102846,104708,31426605-239CN,6909822640149
102282,104709,32419913-227CN,6909822634506
102861,104710,12618041-47.5CN,6903599516409
103147,104711,11538823-88CN,6903599437360
102847,104712,11547778-46.5CN,6903599482438
102455,104713,11615565-310.5CN,6903599498507
102382,104714,11611112-19CN,6903599494905
102539,104715,31615524-236CN,6903599709467
103328,104716,32535532-335CN,6909822687175
103104,104718,12618012-27CN,6903599524725
103043,104719,31438007-238CN,6909822647339
102318,104721,11617772-97CN,6903599502846
102882,104722,31429902-131CN,6909822636623
102310,104723,31445511-234CN,6909822654375
103089,104724,12615587-56CN,6903599512630
102725,104725,31526603-439CN,6909822673246
102603,104726,91615504-37.5CN,6913794790887
103501,104727,11617716-27.5CN,6903599502181
102291,104728,12615566-26CN,6903599511169
103371,104729,11617710-28CN,6903599501726
102487,104730,11618001-39CN,6903599504123
102151,104731,91415570-142CN,6913794832792
103016,104732,31436610-238CN,6909822647162
102906,104733,31611115-338CN,6903599707586
102729,104736,91615526-37.5CN,6913794791686
102308,104737,31619902-426CN,6903599705650
103155,104738,31431105-339CN,6909822644017
103519,104739,12615501-66.5CN,6903599509685
103311,104740,12618802-38.5CN,6903599517116
102792,104742,92616605-25.5CN,6913794793185
102953,104743,31415504-238CN,6909822629724
103373,104744,12618815-75.5CN,6903599518403
102611,104745,31546601-239CN,6909822694661
102155,104748,32435534-134CN,6909822648954
102519,104749,31519904-226CN,6909822665333
102812,104751,31529941-230CN,6909822675752
102809,104752,92528803-535CN,6913794772678
102733,104753,91548060-310.5CN,6913794788532
103516,104754,31615510-133CN,6903599704097
103238,104755,12616611-36CN,6903599512944
102534,104756,12618836-36CN,6903599519080
102650,104757,11617711-58.5CN,6903599502051
102162,104758,31515506-133CN,6909822662066
103533,104759,31416612-139CN,6909822631321
102464,104760,31425514-135CN,6909822635602
103376,104761,31438806-234CN,6909822647773
103102,104762,31515503-137CN,6909822661922
103264,104763,92548060-38CN,6913794789874
102906,104764,31611115-337CN,6903599707579
103536,104765,31448802-138CN,6909822656287
103137,104766,31515514-134CN,6909822661106
103416,104767,31618003-636CN,6903599710050
102362,104768,12615586-16.5CN,6903599512364
103114,104769,92615504-38.5CN,6913794792447
102818,104770,11615580-28.5CN,6903599520697
102850,104771,32426646-132CN,6909822642532
102979,104772,11613301-49CN,6903599496855
102470,104773,91438009-440CN,6913794752519
103150,104774,11615566-29.5CN,6903599498811
103494,104775,11615581-88CN,6903599500002
102179,104776,11618800-47CN,6903599506851
102595,104777,31615504-332CN,6903599704042
103047,104778,31545517-234CN,6909822693442
102166,104780,32415542-136CN,6909822628642
103312,104781,12618802-45CN,6903599517123
102825,104782,31528962-132CN,6909822674298
103301,104783,31428966-240CN,2050029562711
103509,104784,12535579-15.5CN,6903599441176
102958,104785,32425539-338CN,6909822641900
102915,104786,31415515-235CN,6909822630591
102598,104787,11618018-48.5CN,6903599505373
103304,104789,31428966-132CN,6909822636067
102779,104791,12615535-47CN,6903599510568
103313,104792,12618802-58CN,6903599517260
103412,104793,31426601-134CN,6909822635695
102594,104794,12618816-18.5CN,6903599518540
102378,104796,11611112-59.5CN,6903599495155
102579,104797,32525546-335CN,6909822677480
102908,104798,11618801-19.5CN,6903599507063
103293,104799,32519932-231CN,6909822667788
102226,104800,32415531-138CN,6909822632717
102227,104801,31616601-238CN,6903599709887
102615,104803,12617776-37CN,6903599515143
103386,104804,32535545-235CN,6909822688080
102271,104805,32515532-334CN,6909822665791
103208,104806,12615585-37.5CN,6903599512265
102846,104807,31426605-238CN,6909822640132
102937,104808,11618033-17.5CN,6903599506257
103467,104809,31618808-137CN,6903599710104
103042,104810,31525514-238CN,6909822672157
103341,104811,31535526-335CN,6909822684518
102449,104812,31529904-230CN,6909822675394
103454,104815,91535524-28CN,6913794778564
102273,104816,31429991-231CN,6909822643508
102222,104817,31619911-127CN,6903599705957
102705,104818,31615531-334CN,6903599704875
103237,104819,11615587-38CN,6903599521007
103105,104821,31615528-135CN,6903599704721
103134,104822,31416607-132CN,6909822630911
103054,104823,12615563-28CN,6903599510896
102657,104824,11617772-108CN,6903599521434
102724,104825,91535501-48.5CN,6913794776836
103085,104826,11617773-56.5CN,6903599503201
102427,104827,31419901-127CN,6909822631949
102688,104830,32518836-138CN,6909822666163
102647,104831,12615581-58CN,6903599512081
102357,104834,31618813-238CN,6903599710319
102702,104835,32615534-135CN,6903599706930
102823,104837,11615580-19.5CN,6903599520635
102171,104838,92616614-35CN,6913794793338
102717,104839,31538802-233CN,6909822684990
103180,104840,31528964-333CN,6909822674786
103500,104841,11615581-37.5CN,6903599499788
103323,104842,12617775-18.5CN,6903599514788
103052,104843,92518007-337CN,6913794768671
103113,104844,32549923-228CN,6903599701331
103336,104845,92615526-38.5CN,6913794793086
103007,104846,31435507-234CN,6909822645151
102765,104848,31531101-338CN,6909822680251
103225,104849,32428961-135CN,6909822637354
102337,104850,11618815-47.5CN,6903599508220
103451,104851,12527776-540CN,6903599415771
103154,104852,11618836-38.5CN,6903599508848
102735,104853,91548060-68CN,6913794788655
102472,104854,31428971-233CN,6909822636289
102951,104855,31415504-332CN,6909822629755
102896,104856,31449903-229CN,6909822657222
103323,104857,12617775-18CN,6903599514771
102944,104858,12618831-45CN,6903599525470
103230,104859,12617773-48.5CN,6903599514627
102552,104860,11615575-48CN,6903599499412
102613,104861,31546601-333CN,6909822694692
103325,104862,32425542-239CN,2050029594828
103051,104863,31445514-135CN,6909822654474
102497,104864,91538014-29.5CN,6913794781960
102660,104865,31515512-232CN,6909822663254
102174,104866,31435504-239CN,6909822644956
103028,104867,31441104-333CN,6909822653088
103520,104868,12615501-57.5CN,6903599509623
103072,104869,32528961-238CN,6909822678630
102728,104870,91615526-46.5CN,6913794791747
103216,104871,12618800-15.5CN,6903599516522
103156,104872,11426623-240CN,6909822153847
102338,104873,12615586-46.5CN,6903599512418
103135,104874,31615517-232CN,6903599704288
103056,104875,12615563-15CN,6903599510766
103490,104876,91448014-141CN,6913794760330
102648,104877,12615581-47.5CN,6903599512005
102551,104878,11618850-28.5CN,6903599523421
102527,104879,32535531-337CN,6909822687052
102777,104880,11545548-49.5CN,6903599459836
103233,104881,31541104-436CN,6909822692117
103082,104882,11617773-38.5CN,6903599503089
102297,104883,11618032-38.5CN,6903599506127
103393,104884,12618025-38CN,6903599515976
102223,104885,32449912-129CN,6909822659813
102507,104886,11611301-49.5CN,6903599495698
102456,104887,31435515-235CN,6909822646011
102204,104888,31525511-132CN,6909822671587
102700,104889,91611104-39.5CN,6913794790689
102496,104890,32525548-237CN,6909822677640
103031,104891,12614412-18.5CN,6903599509241
102469,104892,31545518-232CN,6909822693695
103344,104893,92518883-439CN,6913794768992
103424,104894,32438834-133CN,6909822650209
102703,104895,31618809-135CN,6903599705247
103187,104896,12617772-18CN,6903599524466
102279,104897,31536601-135CN,6909822684594
103077,104898,31428961-234CN,6909822640842
102698,104899,91611104-27.5CN,6913794790566
102303,104900,31525513-332CN,6909822671914
103199,104901,31534103-336CN,6909822691066
103487,104902,31426603-132CN,6909822635794
102815,104903,11615580-46.5CN,6903599499610
102994,104904,31515509-239CN,6909822662875
102768,104905,91528014-339CN,6913794774535
102913,104906,11618801-76.5CN,6903599507322
103151,104908,91531173-26.5CN,6913794776195
103271,104909,91448007-342CN,6913794760040
103415,104910,32525532-232CN,6909822676261
103535,104911,31448802-232CN,6909822656300
102790,104912,92616605-16.5CN,6913794793123
103132,104913,11618805-210.5CN,6903599522936
102658,104914,11618005-47.5CN,6903599504239
102648,104915,12615581-45CN,6903599511954
102383,104916,32425536-340CN,2050029584218
103291,104917,31548807-139CN,6909822696047
103228,104918,12617773-26CN,6903599524558
103253,104919,31425515-133CN,6909822639723
102996,104920,31531104-238CN,6909822680657
103257,104921,11615530-58.5CN,6903599497883
102863,104922,11618000-18CN,6903599503782
102509,104923,91518069-141CN,6913794766998
103151,104924,91531173-210.5CN,6913794776201
102568,104925,11537776-18.5CN,6903599431450
103033,104928,31444518-239CN,6909822669416
102247,104929,11618010-110.5CN,6903599504284
103055,104930,12615563-37.5CN,6903599510957
102922,104931,31435518-137CN,6909822646301
102339,104932,31511104-238CN,6909822661465
103404,104934,31411108-239CN,6909822629212
103223,104935,32428961-339CN,2050029617244
102482,104936,31439901-129CN,6909822648183
102695,104937,11611109-38.5CN,6903599494738
102755,104938,12617710-15.5CN,6903599513408
102451,104940,31529904-328CN,6909822675431
102247,104941,11618010-18CN,6903599504314
103503,104942,12535579-45.5CN,6903599441336
103497,104943,31611114-135CN,6903599703816
102635,104944,11614412-210.5CN,6903599496954
102729,104945,91615526-37CN,6913794791679
102652,104946,32529916-129CN,6909822679392
102732,104947,91615526-19.5CN,6913794791563
102696,104949,32449915-231CN,6909822660253
103211,104952,12615585-16CN,6903599512173
102629,104953,12617776-15.5CN,6903599515037
102950,104954,11618033-38CN,6903599506400
102231,104955,11615501-49CN,6903599520314
102749,104956,12618006-48CN,6903599515716
102430,104957,32610011-221CN,6903599706428
102668,104958,32525544-133CN,6909822676971
103268,104959,32438838-237CN,6909822650520
102214,104960,31545512-132CN,6909822692889
102292,104961,11618032-26.5CN,6903599522585
103537,104962,31446603-132CN,6909822655372
103510,104963,31439908-227CN,6909822648701
102202,104964,11611308-610.5CN,6903599496473
103454,104965,91535524-27.5CN,6913794778571
102440,104966,11538800-18CN,6903599435687
102254,104967,31515508-239CN,6909822662691
102923,104968,31516601-135CN,6909822663681
102860,104969,12618041-56.5CN,6903599516461
102881,104970,31429902-229CN,6909822636661
102329,104971,31541108-334CN,6909822692636
103368,104972,31535513-232CN,6909822682866
102379,104973,32545548-333CN,6909822698607
102244,104974,11618010-26.5CN,6903599521731
103194,104975,32419932-226CN,6909822634858
102772,104976,11618040-28.5CN,6903599506646
102904,104977,11618801-49.5CN,6903599507308
103254,104978,31528803-239CN,6909822673406
102843,104979,31525510-134CN,6909822671365
102751,104981,12618006-35CN,6903599515570
102229,104982,31429903-227CN,6909822641184
103440,104983,11618030-27CN,6903599505854
103361,104985,91611001-37CN,6913794790313
103142,104986,91531173-310.5CN,6913794776232
102964,104987,32538833-238CN,6909822688745
103526,104988,31545522-335CN,6909822694081
102682,104989,32515542-333CN,6909822666835
102460,104990,31431104-135CN,6909822643737
102474,104991,31445515-133CN,6909822654610
102718,104992,31538802-139CN,6909822684976
102941,104993,11611307-58CN,6903599520215
102355,104994,31618813-332CN,6903599705438
103143,104995,31528964-239CN,6909822674762
103513,104996,31615510-337CN,6903599708217
102713,104997,31411109-237CN,6909822629359
102288,104998,11618032-19CN,6903599506059
102180,104999,11618800-310.5CN,6903599506752
103523,105000,12615501-27.5CN,6903599509463
102238,105001,32419935-128CN,6909822634933
103507,105002,11617716-39CN,6903599502297
103506,105003,11615581-110.5CN,6903599499689
102493,105004,12615570-26CN,6903599511398
102359,105005,31418003-132CN,6909822631499
102886,105006,31545524-237CN,6909822694289
102498,105007,11615575-310.5CN,6903599499306
103020,105008,11616611-18CN,6903599500781
102242,105009,11616621-28.5CN,6903599501177
102200,105010,11611308-77CN,6903599496572
102219,105011,32538834-236CN,6909822688868
102871,105012,12618041-16CN,6903599516164
103063,105013,91338060-140CN,6913794826630
102935,105014,11611307-27.5CN,6903599496107
103262,105015,11617710-89CN,6903599501900
102343,105016,11618815-17.5CN,6903599507988
103131,105017,11618805-39.5CN,6903599523087
102722,105018,91535501-18.5CN,6913794776584
102788,105019,32615532-137CN,6903599710388
103489,105020,31428802-138CN,6909822640637
102673,105021,11611305-66.5CN,6903599495926
102635,105022,11614412-26.5CN,6903599496961
102599,105023,11618018-36.5CN,6903599505250
102959,105024,32425539-240CN,2050029588933
103332,105025,11521391-242CN,6913794548570
103331,105026,32444538-137CN,6909822669973
102830,105027,31426616-235CN,6909822640361
103350,105029,32429914-231CN,6909822637989
103395,105030,31416605-136CN,6909822630775
102255,105031,31531105-238CN,6909822680893
102664,105032,91448004-142CN,6913794759624
102552,105035,11615575-410.5CN,6903599499382
102432,105036,11618802-28.5CN,6903599507605
103081,105037,31541107-336CN,6909822692384
102190,105038,32419915-331CN,6909822634667
102766,105040,31416613-137CN,6909822631383
102917,105041,11618022-48.5CN,6903599505663
102772,105042,11618040-210.5CN,6903599506592
102744,105043,12617710-46CN,6903599513576
103365,105045,31425506-132CN,6909822635213
103158,105046,11618836-17CN,6903599508657
102503,105047,11611301-19.5CN,6903599495537
103292,105048,31448804-136CN,6909822656423
102169,105049,31535509-333CN,6909822682378
102242,105050,11616621-29CN,6903599501184
102833,105051,11611011-48CN,6903599494011
102311,105052,12615520-16.5CN,6903599509760
102646,105053,12615581-17.5CN,6903599511848
103021,105054,31415517-137CN,6909822630652
102286,105055,31549909-130CN,6909822697389
102627,105056,31515512-138CN,6909822663223
102864,105057,11617718-18CN,6903599502358
102463,105058,31428971-139CN,6909822641085
102883,105059,31511101-336CN,6909822660758
102587,105061,11548015-28CN,6903599465035
102867,105062,11618000-48.5CN,6903599503959
102814,105063,12617758-26.5CN,6903599513965
102938,105064,31611106-432CN,6903599705711
102404,105065,32415533-134CN,6909822632748
102722,105066,91535501-19CN,6913794776591
102750,105068,31518804-133CN,6909822664534
102728,105069,91615526-49.5CN,6913794791808
103241,105070,12616611-25.5CN,6903599524213
102413,105071,31445504-138CN,6909822653644
102796,105072,32528836-335CN,6909822678180
103455,105073,11618831-110.5CN,6903599508275
102151,105074,91415570-143CN,6913794832785
102460,105076,31431104-137CN,6909822643751
102863,105077,11618000-110.5CN,6903599503744
103036,105078,31611108-239CN,6903599706107
102604,105079,12538815-26CN,6903599449028
102424,105080,11618014-48CN,6903599504833
102960,105082,31511101-133CN,6909822660642
102184,105083,11618800-76.5CN,6903599522783
103466,105084,92518012-235CN,6913794768770
103123,105085,11616602-38CN,6903599500712
103013,105086,91616616-49.5CN,6913794792126
102441,105087,11618025-18CN,6903599522127
103511,105088,12535579-27.5CN,6903599441299
103046,105090,14611305-611.5CN,6903599525777
102627,105091,31515512-139CN,6909822663230
102426,105092,92615507-16CN,6913794792478
103260,105093,32445536-235CN,6909822657789
102823,105095,11615580-19CN,6903599520628
103384,105096,31445519-239CN,6909822655358
102169,105097,31535509-332CN,6909822682361
102890,105098,31531102-337CN,6909822680480
103302,105099,11618809-38.5CN,6903599507841
102631,105100,11614412-17.5CN,6903599496909
102397,105102,31528965-332CN,6909822674939
102753,105103,32529951-130CN,6909822679583
102291,105104,12615566-25CN,6903599511145
103500,105105,11615581-39CN,6903599499818
102921,105106,11618022-69.5CN,6903599505830
102534,105107,12618836-37CN,6903599519103
102229,105108,31429903-226CN,6909822641177
103499,105109,12535579-56CN,6903599441428
103519,105110,12615501-67CN,6903599509692
103332,105111,11521391-244CN,6913794548594
102954,105112,32425539-133CN,6909822641832
103495,105113,31611114-434CN,6903599703878
102909,105114,31611115-132CN,6903599703892
102216,105115,11616621-46.5CN,6903599501290
102287,105117,32545546-132CN,6909822698386
103379,105118,12618815-36.5CN,6903599518182
102962,105119,31619912-127CN,6903599706121
102523,105120,32425543-140CN,2050029596013
103127,105121,12615530-68CN,6903599510353
103131,105122,11618805-39CN,6903599523070
102533,105123,32539914-231CN,6909822689513
102518,105124,91338041-239CN,6913794828542
102856,105125,32426646-337CN,6909822642723
103294,105126,31548807-234CN,6909822696078
103410,105127,32525532-137CN,6909822676247
102573,105128,11611201-47CN,6903599495339
102199,105129,31538806-133CN,6909822685478
103292,105130,31448804-134CN,6909822656409
102228,105131,11615501-38.5CN,6903599497241
102300,105132,31415505-237CN,6909822629885
102799,105133,32448032-133CN,6909822658670
103089,105134,12615587-57CN,6903599512654
102197,105135,11611308-17CN,6903599496336
102947,105136,91518017-244CN,6913794766844
102845,105139,31426605-140CN,2050029539119
102275,105140,31429991-126CN,6909822643393
102970,105142,31516601-338CN,6909822663803
103116,105143,31435501-132CN,6909822644437
103126,105144,12615530-55CN,6903599510216
102922,105145,31435518-138CN,6909822646318
102331,105146,31445502-235CN,6909822653521
102507,105147,11611301-410.5CN,6903599495629
103199,105149,31534103-338CN,6909822691080
103183,105150,31425502-232CN,6909822635039
103433,105151,31611110-234CN,6903599703731
102734,105152,91548060-18CN,6913794788419
102869,105153,11617718-59.5CN,6903599502600
102399,105155,92525502-335CN,6913794771954
103023,105156,31415517-232CN,6909822628352
103142,105157,91531173-38CN,6913794776270
103367,105158,32525545-337CN,6909822677299
103232,105159,32425544-234CN,6909822637200
102668,105161,32525544-132CN,6909822676964
103268,105162,32438838-238CN,6909822650537
102791,105164,31448901-134CN,6909822656560
102431,105165,11618802-38CN,6903599507674
102334,105166,11618815-29.5CN,6903599508107
102622,105167,32528963-233CN,6909822678791
103458,105168,31534514-136CN,6903599701737
103507,105169,11617716-39.5CN,6903599502303
102307,105170,11618833-18CN,6903599508527
103488,105171,12618850-38.5CN,6903599525661
102686,105172,32548938-232CN,6903599700761
102172,105173,11611010-18.5CN,6903599493762
103171,105174,31610001-323CN,6903599703335
102172,105175,11611010-17CN,6903599519332
102455,105176,11615565-37CN,6903599498521
102980,105177,91525502-244CN,6913794769302
102334,105178,11618815-210.5CN,6903599508039
102398,105179,12618000-38CN,6903599515402
103356,105180,31549913-231CN,6909822697815
102642,105181,92615525-15.5CN,6913794792706
102252,105182,31531105-332CN,6909822690861
102957,105183,32448935-134CN,6909822659660
103425,105184,31548901-237CN,6909822696351
102256,105185,11618010-38.5CN,6903599521793
102591,105186,11618018-27.5CN,6903599505199
103491,105187,31428802-232CN,6909822635916
103229,105188,12617773-38CN,6903599514535
103252,105189,31525518-136CN,6909822672461
102493,105190,12615570-25.5CN,6903599511381
103227,105191,31541104-232CN,6909822691899
103381,105192,12618815-45.5CN,6903599518243
103005,105193,32415541-232CN,6909822633493
103107,105194,11618015-37.5CN,6903599505038
102500,105196,31431107-132CN,3141111111126
103305,105197,11618809-29.5CN,6903599507780
103258,105198,11615530-67.5CN,6903599497944
103245,105200,11611117-19.5CN,6903599519875
102211,105201,32518833-235CN,6909822667061
102936,105202,11611307-18.5CN,6903599496046
102986,105203,31448905-236CN,6909822656935
102691,105204,91448803-343CN,6913794761498
102777,105205,11545548-410.5CN,6903599459768
103481,105206,92435509-136CN,6913794754360
102392,105207,31539902-131CN,6909822685959
102756,105209,32426632-232CN,6909822642457
102481,105210,12616601-25CN,6903599524190
103037,105211,31611108-333CN,6903599703656
103250,105213,31425515-336CN,6909822639846
102643,105214,31524508-136CN,6909822689926
103178,105215,12617772-78.5CN,6903599514283
102969,105216,32449913-126CN,6909822659905
102370,105218,31441103-335CN,6909822652869
102721,105219,32528838-236CN,6909822678401
102457,105220,11615530-210.5CN,6903599497593
102688,105221,32518836-136CN,6909822666149
102295,105222,31619902-128CN,6903599705544
102900,105223,32435544-134CN,6909822649654
102942,105224,31611106-338CN,6903599705506
103038,105225,31519922-227CN,6909822665586
102212,105226,31545512-337CN,6909822693114
103174,105227,31539905-331CN,6909822686376
103419,105228,91615525-29CN,6913794791310
103168,105229,11615555-37CN,6903599520376
102670,105230,32525544-337CN,6909822677152
103522,105231,12615501-36.5CN,6903599509524
103359,105232,31518807-239CN,6909822664923
102450,105235,32425545-234CN,6909822642273
