goodsId,singleProductId,sku,barcode,platformGoodsId,hasStock
102340,107433,31511104-336CN,6909822661526,43050758193,0
102191,111527,31529906-126CN,6909822675530,44202196815,1
103074,106950,11228019-244CN,691171387891301,11461102443,1
103446,105328,11618831-48.5CN,6903599508473,525297575785,1
314692,102675,886VL394-55016CN,886VL3945516,,1
314441,102524,886VL387-85008CN,886VL3878508,,1
102697,114260,11611109-27CN,6903599494622,525253564983,1
103531,109652,91535522-26.5CN,6913794778069,528020944182,1
103123,105687,11616602-37CN,6903599500705,,1
103054,104823,12615563-28CN,6903599510896,557759552808,1
314692,102673,886VL394-55010CN,886VL3945510,,1
314532,102595,886QA115-27016CN,886QA1152716,,1
309636,102212,681AA700-07004CN,681AA7000704,,1
102288,107032,11618032-110.5CN,6903599505991,525267831134,0
102360,107644,31515502-1 40#000CN,6909822661830,44045054972,1
314050,102996,881QA421-07008CN,881QA4210708,10078986637,1
103334,113257,11521391-441CN,6913794548686,44423697443,1
102896,108070,31449903-226CN,6909822657192,,1
102849,107584,31540002-222CN,6909822691318,,1
102482,104936,31439901-129CN,6909822648183,,1
313890,104144,881BA235-17016CN,881BA2351716,,1
314615,102638,881BA206-02010CN,881BA2060210,,1
102734,108574,91548060-19.5CN,6913794788440,557555664960,1
102236,106691,11615501-59CN,6903599497333,526093147070,1
103124,106571,11616602-28.5CN,6903599500675,,1
103539,105556,91545546-29CN,6913794787153,523784514483,1
102911,113275,11618801-86.5CN,6903599507407,525152116371,1
102632,112185,31329902-326CN,690982260606001,,1
102905,111371,11618801-38.5CN,6903599507209,525176876998,1
102513,108495,91338041-143CN,6913794827446,41742994339,1
102473,106993,31419923-126CN,6909822632595,,1
314324,103079,686QN844-35080CN,686QN8443580,10078986637,1
102276,105306,32529954-129CN,6909822679750,45074846097,1
103067,104717,32349910-230CN,690982262813001,,1
102307,105170,11618833-18CN,6903599508527,,0
102337,104850,11618815-47.5CN,6903599508220,525753117425,0
103127,113339,12615530-67CN,6903599510339,524914932932,1
102701,112761,32449915-129CN,6909822660178,42395343409,1
102878,110800,91515550-143CN,6913794765571,556897337165,1
103149,110433,11615566-310.5CN,6903599498828,10026405983,1
103394,108509,11611102-68CN,6903599494325,521668420483,1
102868,104498,11618000-39.5CN,6903599503898,525141175738,1
102204,104888,31525511-132CN,6909822671587,44322218412,0
102212,106084,31545512-334CN,6909822693084,,0
103349,112184,32429914-128CN,6909822637897,575841233184,1
103109,110628,11618015-27CN,6903599504963,555697921287,1
102599,110348,11618018-310.5CN,6903599505243,,1
102554,108214,11615575-59.5CN,6903599499511,524923478662,1
103220,114140,31535502-1 40#000CN,6909822681593,520552351471,1
102989,111186,32519915-129CN,6909822667580,43800395030,1
103027,110777,12546920-36CN,6903599471005,,1
103398,108511,11611102-39.5CN,6903599494202,525302185042,1
103172,108036,31539905-229CN,6909822686291,520459508562,1
102454,107623,31529904-129CN,6909822675325,44142150595,1
102224,107018,32449912-231CN,6909822659899,,1
102440,106459,11538800-18.5CN,6903599435694,520225720652,1
102466,105627,31540001-120CN,6909822691110,522092760849,1
102215,105260,11616621-37.5CN,6903599501238,528455372594,1
103194,104975,32419932-226CN,6909822634858,42066392823,1
102273,110990,31429991-229CN,6909822643485,,1
102320,110658,32449914-130CN,6909822660062,42740912554,1
102191,106879,31529906-131CN,6909822675585,44202196815,1
313891,104256,886AX308-11006CN,886AX3081106,,1
314302,103412,686AN802-17080CN,686AN8021780,549337485442,1
103126,108087,12615530-57.5CN,6903599510261,525199451531,1
102878,107594,91515550-142CN,6913794765564,43687789036,1
314288,103954,881BA400-44008CN,881BA4004408,540017332603,1
314424,103759,886MW361-06008CN,886MW3610608,11206595170,1
103003,114121,31449905-130CN,6909822657475,42460548227,1
102773,107001,12618809-18CN,6903599517666,559115732160,1
102563,106019,11537776-59.5CN,6903599431719,45826456486,1
103505,104599,11617716-18.5CN,6903599502129,,1
102164,105682,31449904-131CN,6909822657307,43593452324,0
102231,106351,11615501-47.5CN,6903599520284,525134506096,0
102435,110560,31339920-127CN,690982260952801,,1
103018,109943,11615535-17.5CN,6903599498026,526399468291,1
102664,105032,91448004-142CN,6913794759624,42036530056,1
314065,104248,886SA122-57014CN,886SA1225714,,1
314725,103507,886VL392-94016CN,886VL3929416,,1
314193,102997,886GA351-38014CN,886GA3513814,,1
103347,112588,11615585-16.5CN,6903599500057,550017893287,1
102722,111388,91535501-19.5CN,6913794776607,521533887991,1
103229,105188,12617773-38CN,6903599514535,525323311136,1
103293,106578,32519932-230CN,6909822667771,43194864379,1
103371,105895,11617710-26.5CN,6903599501696,525080835547,1
102179,105434,11618800-48CN,6903599506875,10024631436,1
314271,103629,886QN368-47012CN,886QN3684712,528959258889,1
102967,113569,32449913-231CN,6909822660017,,1
102516,112326,31519904-128CN,6909822665296,,1
102159,109512,31449904-329CN,6909822657406,521353267718,1
102623,107860,12618805-26.5CN,6903599517390,526918683403,1
314602,104022,686MP723-27060CN,686MP7232760,544542330284,1
103399,110559,11611102-29.5CN,6903599494127,525302185042,1
103189,106638,12617772-45.5CN,6903599514092,529688721814,1
103194,105988,32419932-228CN,6909822634872,42066392823,1
314500,103482,881AP414-17008CN,881AP4141708,521371635126,1
102773,108656,12618809-16CN,6903599517628,525149154336,1
103326,105094,31329903-230CN,690982260734001,547403052108,1
314296,102463,881MA258-19010CN,881MA2581910,,1
103312,114237,12618802-46CN,6903599517147,525068481061,1
103436,114173,11617701-110.5CN,6903599501368,,1
313865,103261,886VV388-17006CN,886VV3881706,553536326946,1
102434,108884,11618802-16.5CN,6903599507483,526240710569,1
102966,108125,31539901-229CN,6909822685874,520772388707,1
102242,107324,11616621-26.5CN,6903599501139,528455372594,1
314250,102439,886VL393-52014CN,886VL3935214,,1
314117,102334,681MA622-17090CN,681MA6221790,,1
103208,111029,12615585-36CN,6903599512234,525075309751,1
102631,108894,11614412-18.5CN,6903599496923,10311813005,1
102282,104709,32419913-227CN,6909822634506,557188345015,1
314707,104437,881AX228-07014CN,881AX2280714,546729818636,1
103258,114388,11615530-66.5CN,6903599497920,525353248621,1
103496,110295,11615581-57CN,6903599499900,525111289537,1
102974,105530,31319912-226CN,691379493630801,,1
314653,102648,886VL390-57010CN,886VL3905710,,1
103060,111953,32419932-127CN,6909822634803,42066392823,1
102772,111188,11618040-27.5CN,6903599506622,,1
314034,104078,686QW848-52070CN,686QW8485270,550569574508,1
313883,103468,886GP319-95016CN,886GP3199516,,1
102191,106879,31529906-131CN,6909822675585,44202196815,0
103506,111966,11615581-18.5CN,6903599499733,525111289537,1
102420,109962,11618014-18CN,6903599504673,525308787628,1
103494,108804,11615581-89.5CN,6903599500033,,1
102568,108693,11537776-18CN,6903599431443,45826456486,1
103393,106252,12618025-37.5CN,6903599515969,578376838383,1
102425,105795,11618014-310.5CN,6903599504710,525308787628,1
314755,102707,881RP241-15012CN,881RP2411512,,1
102212,105226,31545512-337CN,6909822693114,,0
102904,112671,11618801-47.5CN,6903599507261,525065181025,1
102247,106829,11618010-17CN,6903599504291,525960836313,1
102979,104772,11613301-49CN,6903599496855,,1
102861,104710,12618041-47.5CN,6903599516409,,1
313957,104396,881SJ033-55004CN,881SJ0335504,546698763732,1
314664,102652,681RA736-25080CN,681RA7362580,,1
102179,105316,11618800-49CN,6903599506899,10027168611,0
103085,112884,11617773-58.5CN,6903599503249,525069690692,1
103349,110446,32429914-130CN,6909822637910,575841233184,1
103229,107975,12617773-37.5CN,6903599514528,525323311136,1
313869,103141,686GA615-59080CN,686GA6155980,44950534080,1
102643,106936,31524508-133CN,6909822689896,,0
102297,113626,11618032-39.5CN,6903599506141,525267831134,1
103151,111125,91531173-27.5CN,6913794776171,521861511628,1
314421,103541,886AP007-17010CN,886AP0071710,549337485442,1
102599,110842,11618018-39CN,6903599505304,,1
102782,108610,11618040-16.5CN,6903599506523,,1
103324,105378,12617775-27.5CN,6903599514849,525313747330,1
314658,104259,686GJ820-91006CN,686GJ8209106,,1
313970,103915,886CA216-91008CN,886CA2169108,568787574120,1
102656,106544,31448004-234CN,6909822656089,43593092906,0
102181,112911,11618800-27CN,6903599506691,526427660212,1
102505,107359,12548077-56.5CN,6903599491324,523750509415,1
103060,105952,32419932-131CN,6909822634841,42066392823,1
102648,104877,12615581-47.5CN,6903599512005,525678337232,1
103519,104472,12615501-68CN,6903599509715,525135510972,1
314307,102469,886BA213-07006CN,886BA2130706,,1
102936,112813,11611307-19CN,6903599496053,525497238257,1
102392,111097,31539902-126CN,6909822685904,,1
103452,108396,91535524-37.5CN,6913794778656,521470354824,1
102312,104610,12615520-25.5CN,6903599509821,10031959363,0
102494,114255,12615570-37.5CN,6903599511503,527140604658,1
103511,108729,12535579-26CN,6903599441268,560704043656,1
102206,106763,91541111-28CN,6913794785777,616486128526,1
102513,105332,91338041-141CN,6913794827422,41742994339,1
314338,104267,881RA030-32006CN,881RA0303206,10702637116,1
314229,103727,886GA351-17016CN,886GA3511716,,1
314336,103600,886BP012-97006CN,886BP0129706,547756680558,1
314719,103393,881AA217-07014CN,881AA2170714,,1
102398,113442,12618000-37.5CN,6903599515396,525331742635,1
102694,113162,11611109-46.5CN,6903599494776,525424475581,1
103038,110557,31519922-231CN,6909822665623,43650637511,1
102849,107004,31540002-223CN,6909822691325,523968691628,1
102981,106650,11613301-37CN,6903599496732,,1
102493,106301,12615570-28CN,6903599511435,525067530029,1
313999,103481,886GA252-95008CN,886GA2529508,547756680558,1
102211,106815,32518833-237CN,6909822667085,44106896468,0
102452,113941,11615565-48CN,6903599498620,525302173951,1
102984,113479,32519915-231CN,6909822667665,43800395030,1
102860,112319,12618041-58.5CN,6903599516508,,1
103038,109917,31519922-230CN,6909822665616,43650637511,1
103029,107353,14445565-146CN,6913794520637,41599421512,1
102694,106696,11611109-49CN,6903599494820,525424475581,1
102507,106121,11611301-46.5CN,6903599495636,526405197467,1
102307,104532,11618833-19CN,6903599508541,,0
102200,112539,11611308-78.5CN,6903599496602,525425351115,1
103401,110315,12537776-25CN,6903599445327,45823791056,1
102599,107658,11618018-38.5CN,6903599505298,,1
103101,106906,12618012-36CN,6903599515822,520941356925,1
103056,106665,12615563-16.5CN,6903599510797,525300074880,1
103293,104799,32519932-231CN,6909822667788,43194864379,1
102622,105951,32528963-236CN,6909822678821,10054512700,0
102623,105819,12618805-28.5CN,6903599517437,526919827806,0
102507,108519,11611301-48.5CN,6903599495674,526405197467,1
102615,105996,12617776-35CN,6903599515105,525318364423,1
314417,104323,686AW805-51004CN,686AW8055104,546698763732,1
102655,107235,32425541-134CN,6909822636951,548759763448,0
102244,106131,11618010-210.5CN,6903599504352,10123219819,0
102271,107086,32515532-338CN,6909822665838,43006654137,0
103216,105781,12618800-15CN,6903599516515,549448838556,1
314580,104375,886VL390-85012CN,886VL3908512,,1
314637,104085,881MA253-95080CN,881MA2539580,544542330284,1
314641,103994,686BQ608-11070CN,686BQ6081170,,1
103177,110034,12617772-65.5CN,6903599514160,,1
102815,108665,11615580-49CN,6903599499665,525602005356,1
103103,106801,11618015-47CN,6903599505106,527050524650,1
313861,104205,881MJ041-19008CN,881MJ0411908,10253114820,1
314057,103390,686AA801-17080CN,686AA8011780,,1
314217,103386,886VV388-84008CN,886VV3888408,1167322933,1
314532,102592,886QA115-27006CN,886QA1152706,,1
102166,106717,32415542-135CN,6909822628635,563304060310,0
102298,112193,32439914-129CN,6909822650704,40637044865,1
102484,111399,11615565-16.5CN,6903599498439,524638303621,1
102889,110655,31415505-2 40#000CN,6909822629915,,1
102398,109746,12618000-36.5CN,6903599515372,525331742635,1
102207,105716,91541111-38.5CN,6913794785869,616486128526,1
309641,104197,681BX728-11070CN,681BX7281170,10253114820,1
313865,103050,886VV388-17014CN,886VV3881714,,1
102270,106505,31525502-337CN,6909822670962,44556913058,0
103305,110917,11618809-28CN,6903599507759,525223163482,1
103265,109875,31448901-1 40#000CN,6909822656621,10023764406,1
102568,108731,11537776-17.5CN,6903599431436,45440355731,1
103457,107979,11618831-210.5CN,6903599508329,,1
314702,102680,881MA259-17010CN,881MA2591710,,1
102910,113187,11618022-18CN,6903599505427,594913143321,1
103154,111033,11618836-37.5CN,6903599508824,12083653143,1
103014,108264,31319901-129CN,691379493700801,566419249331,1
103126,105144,12615530-55CN,6903599510216,525199451531,1
314726,103635,881MA257-17010CN,881MA2571710,,1
314542,102612,686GP618-11080CN,686GP6181180,,1
102277,112267,91531170-17.5CN,6913794775532,521455707645,1
102722,106039,91535501-110.5CN,6913794776539,521533887991,1
103211,105790,12615585-18CN,6903599512210,549448838556,1
102530,112887,12618039-16CN,6903599524909,526295460252,1
103055,112496,12615563-37CN,6903599510940,525300074880,1
102205,109062,32439916-129CN,6909822650889,40623917824,1
102236,107665,11615501-510.5CN,6903599497272,10023353169,0
102710,114423,31329908-129CN,690982260689301,544520312633,1
102320,112414,32449914-129CN,6909822660055,42740912554,1
102681,110986,11611305-210.5CN,6903599495780,525691962534,1
102991,110791,11616611-37CN,6903599500910,10561516682,1
102289,108236,12615566-18.5CN,6903599511138,527055321332,1
102468,106103,91535508-46.5CN,6913794777550,523956614559,1
313869,104457,686GA615-59006CN,686GA6155906,546729818636,1
314417,104454,686AW805-51050CN,686AW8055150,546346684922,1
314518,104149,886GA251-59008CN,886GA2515908,,1
314706,103723,686BA605-59006CN,686BA6055906,531616925585,1
313996,103612,686VL862-95090CN,686VL8629590,528959258889,1
102648,107986,12615581-48CN,6903599512012,525678337232,1
102591,107700,11618018-27CN,6903599505182,527458196760,1
102229,106110,31429903-229CN,6909822641207,,1
103503,105857,12535579-48.5CN,6903599441398,560704043656,1
313940,103785,886GP319-55012CN,886GP3195512,529036144237,1
314658,103140,686GJ820-91080CN,686GJ8209180,,1
314530,102583,881RJ050-44006CN,881RJ0504406,,1
102719,111164,32539918-330CN,6909822689865,,1
102573,109032,11611201-410.5CN,6903599495315,,1
314284,103975,686RW850-59080CN,686RW8505980,,1
314722,103532,886GW227-06006CN,886GW2270606,,1
314474,102550,886GP318-21008CN,886GP3182108,,1
103406,113001,12537776-75.5CN,6903599445570,520133868905,1
314419,103214,686QN844-07080CN,686QN8440780,44950534080,1
314440,102519,686BW812-21090CN,686BW8122190,,1
314025,102294,886QA367-47006CN,886QA3674706,,1
102481,107365,12616601-28CN,6903599512746,,1
103059,113873,32429912-231CN,6909822637743,558399036828,1
103531,112287,91535522-28CN,6913794778120,528020944182,1
102401,110441,12618000-18.5CN,6903599515334,525331742635,1
102782,108933,11618040-19.5CN,6903599506585,,1
102374,106556,12615575-27.5CN,6903599523858,45011250049,1
103440,106549,11618030-26.5CN,6903599522486,,1
102172,105175,11611010-17CN,6903599519332,10022884090,1
102598,104787,11618018-48.5CN,6903599505373,527458196760,1
103333,111486,11521391-344CN,6913794548655,44804321514,1
103003,108100,31449905-128CN,6909822657451,42460548227,1
103305,105197,11618809-29.5CN,6903599507780,525223163482,1
102269,107115,31525502-238CN,6909822670887,44556913058,0
102896,112837,31449903-230CN,6909822657239,536205086252,1
102977,110412,31319912-328CN,691379493875301,,1
102499,109372,11615575-18.5CN,6903599499276,525138085206,1
102228,105131,11615501-38.5CN,6903599497241,525134506096,1
103398,109586,11611102-39CN,6903599494196,525302185042,1
103240,107201,12616611-45.5CN,6903599513019,557493691014,1
103394,106498,11611102-69.5CN,6903599494356,527140196752,1
103258,111348,11615530-68.5CN,6903599497968,525353248621,1
102179,110397,11618800-48.5CN,6903599506882,10024631436,1
103436,110067,11617701-18CN,6903599501405,,1
103351,109343,31549913-130CN,6909822697747,523020235220,1
102735,106839,91548060-67.5CN,6913794788648,577027620862,1
103262,105482,11617710-88.5CN,6903599501894,525336946378,1
314354,103431,886MA359-27008CN,886MA3592708,,1
314708,102686,881MA257-32010CN,881MA2573210,,1
314448,102534,886BA010-15008CN,886BA0101508,,1
103189,112306,12617772-45CN,6903599514085,529688721814,1
102987,109558,11616611-48CN,6903599501016,525109650236,1
103440,104983,11618030-27CN,6903599505854,,1
314212,104195,886GP356-97014CN,886GP3569714,10253114820,1
314345,102495,686QO632-15070CN,686QO6321570,,1
102967,114219,32449913-230CN,6909822660000,,1
102866,108358,11617718-310.5CN,6903599502396,525063677820,1
102919,108208,11618022-29.5CN,6903599505526,594913143321,1
103162,105526,91435506-143CN,6913794839951,11328744770,1
313885,104344,886GA252-17008CN,886GA2521708,,1
314540,102606,886QA115-32006CN,886QA1153206,,1
314119,102335,886AX207-97008CN,886AX2079708,,1
102190,110343,32419915-327CN,6909822634629,,1
102544,109859,12618039-36.5CN,6903599516058,526211213877,1
102820,108893,11615580-310.5CN,6903599499528,580188576429,1
314401,104264,881AX228-85006CN,881AX2288506,10702637116,1
314261,103088,886VV388-52010CN,886VV3885210,,1
314156,103005,881MA252-95012CN,881MA2529512,,1
102273,104816,31429991-231CN,6909822643508,,0
102652,113839,32529916-127CN,6909822679378,44260837209,1
102751,113537,12618006-37.5CN,6903599515624,525291171030,1
103429,112067,31429906-231CN,6909822641467,,1
102606,110003,12538815-45.5CN,6903599449172,45907897632,1
102672,105365,31349904-230CN,690982262391301,42172325443,1
102171,104838,92616614-35CN,6913794793338,563818564347,0
102232,104647,11615501-17.5CN,6903599497142,525052068250,0
102265,105715,12611118-35.5CN,6903599523643,10744374907,0
102193,110626,32439916-230CN,6909822650957,41891322421,1
314175,104024,881QA247-07004CN,881QA2470704,,1
313992,103526,886QA114-92014CN,886QA1149214,549309884415,1
314276,103402,681QP926-85080CN,681QP9268580,,1
102352,112384,31419903-129CN,6909822632144,,1
102197,110916,11611308-16.5CN,6903599496329,525425351115,1
103263,110595,92548060-58.5CN,6913794789966,555205817092,1
102847,110499,11547778-47CN,6903599464007,522647424784,1
102233,107956,11617772-69.5CN,6903599502822,526439834537,1
313911,103323,886GW321-21006CN,886GW3212106,549126424812,1
102779,109670,12615535-45.5CN,6903599510537,526587744385,1
103020,109409,11616611-17CN,6903599500767,525109650236,1
102395,109023,12618000-45CN,6903599524589,525027250425,1
102983,107917,31429904-128CN,6909822636715,,1
103217,107674,12618800-27CN,6903599516614,526433862295,1
102352,106098,31419903-127CN,6909822632120,,1
313957,104118,881SJ033-55012CN,881SJ0335512,556418812511,1
102176,106339,11611010-27.5CN,6903599519370,563304060310,0
102335,105384,11618815-310.5CN,6903599508114,531789450977,0
103411,109835,32539917-129CN,6909822689674,520165507703,1
102180,106611,11618800-37CN,6903599506776,10024631436,1
103519,113966,12615501-65CN,6903599509654,525135510972,1
102536,107987,32539914-128CN,6909822689421,520457434035,1
102552,107937,11615575-47.5CN,6903599499405,524923478662,1
103085,107599,11617773-59CN,6903599503256,525069690692,1
102937,107405,11618033-19.5CN,6903599506295,,1
102275,105140,31429991-126CN,6909822643393,,1
314164,103989,886AX207-51016CN,886AX2075116,,1
314076,103335,886GJ352-55016CN,886GJ3525516,549400031176,1
102536,109591,32539914-130CN,6909822689445,520457434035,1
103065,108571,11617775-59CN,6903599503416,524925433032,1
102334,105166,11618815-29.5CN,6903599508107,525711255260,1
314576,104302,886GP225-15004CN,886GP2251504,,1
102216,106889,11616621-49.5CN,6903599501351,,0
102710,112949,31329908-127CN,690982260687901,,1
103444,109889,11615570-37.5CN,6903599499177,525251044786,1
102392,105767,31539902-130CN,6909822685942,568570756741,1
102749,105611,12618006-47CN,6903599515693,526148808722,1
314245,104326,881AX227-95004CN,881AX2279504,546698763732,1
314306,103707,886CJ217-31014CN,886CJ2173114,550412376021,1
314472,103193,886QW369-52016CN,886QW3695216,,1
103500,114126,11615581-37CN,6903599499771,525257410753,1
103504,112872,11615581-48CN,6903599499856,525111289537,1
102337,105815,11618815-47CN,6903599508213,525711255260,1
103228,105757,12617773-28CN,6903599514450,525148390976,1
102680,105703,91535523-410.5CN,6913794778373,523955458841,1
314329,104319,886AA003-59014CN,886AA0035914,546698763732,1
